,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,orders_orders-db-57754d868b,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-07-11 15:55:21,24.514084507042252,,22.03703703703704,226.25,,,28.928571428571434,,0.0,0.0,679.7556468172485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.2669404517454,0.0
1,2020-07-11 15:55:22,24.514084507042252,,22.03703703703704,226.25,,,28.928571428571434,,0.0,0.0,679.7556468172485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.2669404517454,0.0
2,2020-07-11 15:55:23,33.03571428571429,14.000000000000004,22.846774193548388,231.66666666666666,6.333333333333335,9.666666666666668,27.50000000000001,21.76923076923077,7.355065195586761,0.0,553.6990972918757,0.0,0.0,0.0,0.0,0.0,0.00802407221664995,0.0,0.0,0.0,0.0
3,2020-07-11 15:55:24,33.03571428571429,14.000000000000004,22.846774193548388,231.66666666666666,6.333333333333335,9.666666666666668,27.50000000000001,21.76923076923077,7.355065195586761,0.0,553.6990972918757,0.0,0.0,0.0,0.0,0.0,0.00802407221664995,0.0,0.0,0.0,0.0
4,2020-07-11 15:55:25,47.33333333333336,17.500000000000004,24.48181818181818,122.50000000000011,4.500000000000001,8.333333333333336,86.55172413793105,23.33333333333334,0.0,0.0,466.2742742742743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-07-11 15:55:26,47.33333333333336,17.500000000000004,24.48181818181818,122.50000000000011,4.500000000000001,8.333333333333336,86.55172413793105,23.33333333333334,0.0,0.0,466.2742742742743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-07-11 15:55:27,22.048387096774192,17.125000000000007,117.99999999999991,92.00000000000001,4.500000000000001,4.500000000000001,24.765625000000007,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.02189054726375,0.0
7,2020-07-11 15:55:28,30.468750000000004,8.000000000000002,29.605263157894722,115.00000000000021,4.973684210526316,4.725,22.675000000000008,9.672413793103448,0.0,0.0,447.11434302908725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2020-07-11 15:55:29,21.32894736842105,4.750000000000001,22.886363636363644,178.75000000000003,4.500000000000001,11.5,20.681818181818183,20.375000000000004,0.0,0.0,603.4214214214214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.7207207207207,0.0
9,2020-07-11 15:55:30,21.32894736842105,4.750000000000001,22.886363636363644,178.75000000000003,4.500000000000001,11.5,20.681818181818183,20.375000000000004,0.0,0.0,603.4214214214214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.7207207207207,0.0
10,2020-07-11 15:55:31,24.48571428571429,45.000000000000014,29.250000000000004,130.00000000000003,4.500000000000001,54.99999999999999,19.517241379310345,16.999999999999996,0.0,0.0,346.1196834817013,0.0,0.2027695351137488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-07-11 15:55:32,115.0,42.50000000000001,65.62499999999999,185.0,5.0,70.00000000000003,56.66666666666664,21.35714285714288,0.0,0.0,573.7620967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.83770161290323,0.0
12,2020-07-11 15:55:33,23.22,8.625,36.63461538461538,170.00000000000003,4.973684210526316,79.0,25.909090909090942,21.214285714285715,0.0,0.0,502.35735735735733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-07-11 15:55:34,24.911764705882355,9.049999999999999,83.69565217391307,130.0,52.49999999999995,5.499999999999989,21.625,9.288461538461538,10.453093812375249,0.0,465.43812375249496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-07-11 15:55:35,24.345070422535215,9.214285714285715,23.58653846153846,171.25,65.00000000000003,8.5,24.4622641509434,18.375000000000004,369.89620758483034,0.0,551.4940119760479,0.0,9.580838323353293,0.0,0.0,42.4750499001996,0.0,0.0,0.0,0.0,0.0
15,2020-07-11 15:55:36,40.31250000000001,8.375,68.57142857142856,215.00000000000003,78.75,40.00000000000001,21.902173913043477,9.088235294117647,0.0,0.0,437.7238955823293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-07-11 15:55:37,80.00000000000016,8.25,21.33333333333335,90.00000000000001,4.500000000000001,4.725,22.214285714285722,9.140000000000002,417.0301204819277,0.0,544.7660642570281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-07-11 15:55:38,80.00000000000016,8.25,21.33333333333335,90.00000000000001,4.500000000000001,4.725,22.214285714285722,9.140000000000002,417.0301204819277,0.0,544.7660642570281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-07-11 15:55:39,23.605633802816904,7.8000000000000025,24.975806451612904,144.9999999999999,4.5,73.74999999999999,23.740000000000006,14.0,0.0,0.0,584.6843687374749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.12525050100203,0.0
19,2020-07-11 15:55:40,23.093220338983055,6.999999999999999,44.14473684210527,70.00000000000001,4.500000000000001,15.500000000000007,21.071428571428573,9.000000000000002,0.0,0.0,534.274,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-07-11 15:55:41,23.80722891566265,,29.861111111111114,145.0000000000001,,,23.10526315789474,,0.0,0.0,281.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.688,0.0
21,2020-07-11 15:55:42,91.36363636363637,7.900000000000002,73.84615384615387,222.50000000000003,79.00000000000003,14.50000000000001,62.5,11.500000000000007,0.0,0.0,382.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2020-07-11 15:55:43,91.36363636363637,7.900000000000002,73.84615384615387,222.50000000000003,79.00000000000003,14.50000000000001,62.5,11.500000000000007,0.0,0.0,382.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-07-11 15:55:44,38.46153846153847,18.250000000000018,23.28048780487805,199.0,68.33333333333336,6.833333333333336,37.222222222222236,23.950000000000006,51.86935166994106,0.0,603.9793713163065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2020-07-11 15:55:45,23.79605263157895,8.6875,69.00000000000001,190.0,39.50000000000001,7.9,20.72500000000001,20.038461538461544,220.02339776195322,0.0,417.44964394710075,0.0,10.07121057985758,0.0,0.0,44.107833163784335,0.0,0.0,0.0,0.0,0.0
25,2020-07-11 15:55:46,24.116071428571427,6.8333333333333375,21.500000000000004,80.00000000000001,4.500000000000001,9.1,24.231707317073173,16.45,0.0,0.0,390.46660019940185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-07-11 15:55:47,38.12500000000001,4.973684210526316,91.47058823529416,76.6666666666667,64.99999999999999,8.833333333333334,23.227272727272727,16.409090909090907,498.18951612903226,0.0,441.6461693548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2020-07-11 15:55:48,75.3125,11.5,24.444444444444446,122.50000000000011,4.500000000000001,27.500000000000004,43.84615384615385,15.500000000000007,0.0,0.0,430.008008008008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2020-07-11 15:55:49,23.250000000000004,9.500000000000002,21.727272727272727,87.50000000000001,4.500000000000001,4.500000000000001,44.06250000000001,18.38235294117648,0.0,0.0,645.918081918082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.78721278721287,0.0
29,2020-07-11 15:55:50,25.576923076923073,23.125,57.05882352941179,122.50000000000006,4.500000000000001,4.821428571428572,17.142857142857142,9.166666666666666,0.0,0.0,515.56,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-07-11 15:55:51,27.115384615384603,,86.66666666666667,77.50000000000001,,,46.77631578947368,,0.0,0.0,459.68868868868867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.28028028028028,0.0
