,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,orders_orders-db,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:10:39,209.6666666666668,84.0,149.8749999999997,472.7777777777777,76.75000000000024,88.37500000000007,99.15000000000022,24.552542372881355,142.2602520504101,0.0,483.81276255251055,0.0,0.0,10.26965393078616,0.0,0.0,46.57191438287658,0.0
1,2020-05-11 09:10:44,188.5,54.999999999999915,43.52380952380959,956.8181818181815,45.39999999999998,95.05555555555553,49.9342105263158,43.250000000000014,71.13012602520504,0.0,495.5049812762553,1.1485,0.0,5.13482696539308,0.0,0.0,110.3692571914383,0.0
2,2020-05-11 09:10:49,83.53333333333337,75.00000000000001,43.187500000000014,471.11111111111103,74.24999999999972,91.66666666666673,45.57142857142853,24.470312500000002,96.94324605106317,0.0,504.7489050673269,0.7656666666666667,0.0,6.845066940469344,0.0,0.0,88.9660274897531,0.0
3,2020-05-11 09:10:54,84.86666666666657,88.00000000000001,88.74999999999989,462.916666666667,85.33333333333334,78.75000000000023,47.176470588235304,24.17741935483872,72.70743453829738,0.0,518.8910946836718,1.133611872374475,0.0,5.133800205352008,0.0,0.0,108.26762923903917,0.0
4,2020-05-11 09:10:59,83.71875,18.249999999999975,48.06944444444447,469.3750000000001,90.70000000000007,83.6666666666667,59.71428571428568,32.87500000000003,87.67516578700663,0.0,502.2742434733921,0.9068894978995801,0.0,6.170787414831496,0.0,0.0,99.98546911808596,0.0
5,2020-05-11 09:11:04,229.68181818181827,94.55555555555554,60.550000000000324,429.1666666666674,50.49999999999957,25.0,32.89285714285733,24.118181818181824,73.06263815583885,0.0,503.5371979601732,1.1546543642061746,0.0,5.142322845692914,0.0,0.0,107.58040943543904,0.0
6,2020-05-11 09:11:09,43.176470588235354,9.385714285714283,43.94117647058823,479.16666666666663,85.33333333333344,38.87500000000002,38.85714285714278,32.624999999999865,83.76897496250737,0.0,512.7690131169436,0.9897037407481497,0.0,5.797671316695978,0.0,0.0,104.85119586628049,0.0
7,2020-05-11 09:11:14,96.10655737704919,71.75000000000011,35.553571428571395,241.09374999999997,86.0,90.75000000000001,24.846186440677958,24.02040816326531,73.29785309219395,0.0,502.72023988937286,1.1697980575252533,0.0,5.072962402108981,0.00020012007204322593,0.0,107.52206274281133,0.0
8,2020-05-11 09:11:19,234.26595744680844,122.49999999999828,43.65000000000012,244.82758620689657,78.74999999999972,93.08333333333333,49.37499999999997,24.606896551724137,81.64620274861684,0.0,510.48074656833137,1.039820495578003,0.0,5.656055468541316,0.0001778845084828675,0.0,103.5371002158323,0.0
9,2020-05-11 09:11:24,87.36842105263148,26.249999999999755,46.41071428571431,243.87499999999994,87.74999999999993,87.50000000000006,83.78125000000007,35.14999999999997,73.48158247375515,0.0,512.0259919114982,1.1679384460202027,0.0,5.090449921687185,0.00016009605763458074,0.0,109.48839019424906,0.0
