,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,user_user-db
0,2020-07-12 10:27:08,87.50000000000001,9.815,48.45999999999999,244.5,9.7,98.3125,79.33333333333339,40.000000000000114,88.35429141716567,436.73552894211576,0.0,33.71457085828344,0.0,142.08283433133732
1,2020-07-12 10:27:09,244.2763157894737,9.850000000000001,243.4857142857143,232.0,47.66666666666667,93.50000000000001,95.44999999999999,40.0,33.1011011011011,476.0960960960961,0.0,0.0,0.0,0.0
2,2020-07-12 10:27:10,49.77,9.775,179.0,246.25,9.887500000000001,98.875,95.19230769230772,24.493750000000002,0.0,399.3213213213213,0.0,0.0,0.0,0.0
3,2020-07-12 10:27:11,49.213235294117645,23.837500000000002,99.8809523809524,242.75,48.892857142857146,92.25,227.8749999999999,84.50000000000006,0.0,426.37737737737734,0.0,0.0,0.0,385.963963963964
4,2020-07-12 10:27:12,48.82954545454546,,222.14285714285708,247.0,,,245.35714285714283,,80.997002997003,356.21378621378625,9.530469530469533,0.0,0.0,0.0
5,2020-07-12 10:27:13,48.75,21.850000000000012,86.16666666666673,242.50000000000003,47.5,98.33333333333334,240.10000000000002,89.50000000000001,0.0,590.778989098117,0.0,0.0,0.0,20.25173439048563
6,2020-07-12 10:27:14,94.31249999999999,47.62500000000002,228.24999999999994,236.49999999999994,45.00000000000002,95.00000000000001,74.00000000000009,49.050000000000004,151.04814443329988,408.83951855566704,0.0,0.0,0.0,80.82647943831495
7,2020-07-12 10:27:15,97.10869565217392,,173.50000000000037,247.25,,,99.84999999999997,,201.2532663316583,414.3447236180904,0.0,0.0,0.0,0.0
8,2020-07-12 10:27:16,239.10000000000005,96.33333333333334,234.0357142857142,246.4,4.95,97.8,185.00000000000065,233.49999999999986,46.4944944944945,490.74274274274273,0.20520520520520522,0.0,0.0,540.088088088088
9,2020-07-12 10:27:17,96.40000000000002,9.55,95.65624999999996,247.16666666666666,45.500000000000014,98.71428571428572,82.00000000000003,48.5,111.718,420.441,0.0,0.0,0.0,252.557
10,2020-07-12 10:27:18,97.5263157894737,23.650000000000006,381.24999999999966,475.0000000000001,,98.9375,245.5441176470588,221.4999999999998,55.58,460.105,0.0,40.432,0.0,103.17
11,2020-07-12 10:27:19,68.75,24.250000000000004,49.12500000000001,247.27272727272728,215.49999999999994,96.99999999999997,84.66666666666664,48.892857142857146,107.676,486.455,0.0,0.0,0.0,0.0
12,2020-07-12 10:27:20,49.196969696969695,9.716666666666669,87.90000000000003,245.0,45.75000000000003,91.50000000000006,96.06250000000003,47.875,0.0,337.6686390532544,0.0,0.0,0.0,0.0
13,2020-07-12 10:27:21,89.83333333333334,9.7125,181.4999999999995,215.5000000000001,4.95,9.770000000000001,70.49999999999977,91.37500000000003,0.0,355.3975659229209,0.0,0.0,0.0,370.7687626774848
14,2020-07-12 10:27:22,231.1818181818181,24.362499999999997,209.79999999999973,224.49999999999986,45.749999999999986,91.49999999999997,93.83333333333336,22.45,25.043317972350234,327.6258064516129,6.967741935483871,0.0,0.0,0.0
15,2020-07-12 10:27:23,99.0277777777778,,210.4999999999998,242.49999999999994,,,232.7499999999999,,0.0,506.619825708061,0.0,0.0,0.0,32.22004357298475
16,2020-07-12 10:27:24,96.8,21.549999999999972,236.0000000000001,228.99999999999994,4.949999999999999,94.24999999999997,86.39999999999993,47.84375000000001,227.54145854145855,312.95304695304696,0.0,0.0,0.0,64.61738261738262
17,2020-07-12 10:27:25,48.68750000000001,4.95,230.50000000000009,239.50000000000003,4.95,24.150000000000006,48.634615384615394,23.725000000000005,227.30923694779116,253.06927710843374,0.0,0.0,0.0,0.0
18,2020-07-12 10:27:26,98.86363636363637,9.850000000000001,235.37499999999986,99.4,49.25,48.5,45.874999999999964,24.46,59.168168168168165,364.04704704704704,0.20520520520520522,0.0,0.0,657.7937937937937
19,2020-07-12 10:27:27,,,,,,,,,17.378621378621382,0.0,0.0,0.0,0.0,234.69930069930072
20,2020-07-12 10:27:28,99.5,,,,,,,,75.019,0.0,0.0,33.516,0.0,67.479
21,2020-07-12 10:27:29,99.5,,99.42857142857143,,,,,,34.83,39.78,0.0,0.0,0.0,0.0
22,2020-07-12 10:27:30,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
23,2020-07-12 10:27:31,,,,,,,,,0.0,0.0,0.0,0.0,0.008,215.891
24,2020-07-12 10:27:32,9.950000000000001,,99.5,,,,,,22.177,39.78,4.86,0.0,0.0,0.0
25,2020-07-12 10:27:33,9.950000000000001,,,,,,248.3235294117647,,0.0,0.0,0.0,0.0,0.0,48.776
26,2020-07-12 10:27:34,,,,,,,,,51.709580838323355,0.0,0.0,0.0,0.0,18.95808383233533
27,2020-07-12 10:27:35,,,,,,,,,44.02905811623247,0.0,0.0,0.0,0.0,0.0
28,2020-07-12 10:27:36,9.950000000000001,,49.75,,,,99.5,,0.827,75.436,0.205,0.0,0.0,77.311
29,2020-07-12 10:27:37,,,,,,,,,0.729,0.0,0.0,0.0,0.0,6.736
30,2020-07-12 10:27:38,99.5,,9.899999999999999,,,,248.5,,3.75,0.0,0.0,0.0,0.0,9.955
31,2020-07-12 10:27:39,247.40909090909088,,,,,,247.5,,0.0,0.0,0.0,0.0,0.0,0.0
32,2020-07-12 10:27:40,99.18181818181819,,,,,,99.40625,,0.0,0.0,0.0,0.0,0.0,0.0
