timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory,orders_source_latency,orders_destination_latency
2020-07-12 12:17:53,0.05242030145108805,0.02171519015273156,30114.806961283182,0.11902340638294807,0.5710920153895697,0.10812826365289108,245.50000000000003,245.5
2020-07-12 12:17:54,0.053487854035715085,0.02171519015273156,30306.53241107169,0.11705175365732695,0.5512196775779357,0.10811163936517043,245.50000000000003,245.5
2020-07-12 12:17:55,0.05455540662034213,0.010851729100282556,30498.257860860187,0.11504042304368965,0.5338045117879358,0.10810098943084934,245.50000000000003,245.5
2020-07-12 12:17:56,0.054742228322651874,0.010851729100282556,23964.075946355224,0.11155756743468526,0.5128087754098639,0.1080682603643992,49.75,49.75
2020-07-12 12:17:57,0.053674675738024834,0.010851729100282556,23772.35049656672,0.11068171802433598,0.4953557747720262,0.10803189473501018,248.5,248.5
2020-07-12 12:17:58,0.05260712315339778,0.010851729100282556,23580.62504677822,0.10971454724209524,0.4806590500728888,0.10799059377020404,494.0625,248.41666666666663
2020-07-12 12:17:59,0.05153957056877074,0.010851729100282556,23388.899596989715,0.10740797234085643,0.4653752287980476,0.10811527592810932,24.85,245.5
2020-07-12 12:18:00,0.046175687534750584,0.010851729100282556,20994.00909263843,0.10808406067281516,0.4697059571222778,0.10830022112900216,238.74999999999997,98.83333333333334
2020-07-12 12:18:01,0.046175687534750584,0.010851729100282556,20994.00909263843,0.11131355932203382,0.4862033898305085,0.10813891358721216,223.00000000000003,240.25000000000009
2020-07-12 12:18:02,0.046175687534750584,0.010851729100282556,20994.00909263843,0.1135997694954388,0.5061778613921798,0.10793630508061614,241.75,237.50000000000003
2020-07-12 12:18:03,0.046175687534750584,0.010851729100282556,16005.372703469067,0.11538135593220054,0.5249491525423728,0.10817449995311433,241.5,243.0
2020-07-12 12:18:04,0.046175687534750584,0.010851729100282556,18046.42974705431,0.11855530321006172,0.5492356191315549,0.10817683774357499,248.16666666666663,247.9
2020-07-12 12:18:05,0.046175687534750584,0.010649328463560441,18046.42974705431,0.12098754975860787,0.5696451257728465,0.10817839627054883,99.41666666666669,246.25000000000003
2020-07-12 12:18:06,0.046175687534750584,0.011087817900706395,18046.42974705431,0.12461441985019225,0.5930137961425036,0.10798773647075201,244.5,247.6818181818182
2020-07-12 12:18:07,0.046175687534750584,0.01676783840990986,18046.42974705431,0.1269374440106098,0.6117674898162703,0.10817579872559246,247.25,246.25
2020-07-12 12:18:08,0.046175687534750584,0.02366367363345168,18046.42974705431,0.12773908180384694,0.6277899232294474,0.1081822925879834,243.625,99.25
2020-07-12 12:18:09,0.046175687534750584,0.02366367363345168,18046.42974705431,0.13139385105589058,0.6521134876783836,0.10822047649884192,246.85,243.49999999999997
2020-07-12 12:18:10,0.046175687534750584,0.02366367363345168,18046.42974705431,0.13343220338983536,0.6724406779661017,0.10795994273971897,98.83333333333334,245.5
2020-07-12 12:18:11,0.046175687534750584,0.02366367363345167,18046.42974705431,0.13423956338242568,0.6894862624790251,0.10778564747314724,247.25,246.1
2020-07-12 12:18:12,0.06211473799359586,0.02366367363345167,30030.938744137016,0.137318460340565,0.7114323436812351,0.10817813651605324,242.12500000000003,245.5
2020-07-12 12:18:13,0.06211473799359586,0.02366367363345167,30822.963187611484,0.1392796610169439,0.730322033898305,0.10819502055826956,98.8125,239.87500000000003
2020-07-12 12:18:14,0.06211473799359586,0.02366367363345167,30822.963187611484,0.13949152542373391,0.7374745762711864,0.10813034168885616,49.75,97.83333333333331
2020-07-12 12:18:15,0.06211473799359586,0.02366367363345167,30822.963187611484,0.13890301366147226,0.7348893182819757,0.1081155356826049,245.50000000000003,245.5
2020-07-12 12:18:16,0.06211473799359586,0.02366367363345167,30822.963187611484,0.13860169491525198,0.7344745762711864,0.10809163826900647,245.50000000000003,245.5
2020-07-12 12:18:17,0.06211473799359586,0.02366367363345167,30822.963187611484,0.1382203389830528,0.7336101694915255,0.10805994822053888,245.50000000000003,245.5
2020-07-12 12:18:18,0.06211473799359586,0.02366367363345167,30822.963187611484,0.13847457627119153,0.7339661016949152,0.10805345435814796,245.50000000000003,245.5
2020-07-12 12:18:19,0.062114737993595875,0.02366367363345167,30822.963187611484,0.1387240607622368,0.7322833310728332,0.1080472202502527,248.5,248.5
2020-07-12 12:18:20,0.062114737993595875,0.021655185755049225,30822.963187611484,0.13819201952741106,0.7297521781876124,0.10799163278818658,245.50000000000003,245.5
2020-07-12 12:18:21,0.062114737993595875,0.021655185755049225,31277.29215611253,0.13881826502593886,0.7290247127021254,0.10801630946527196,245.50000000000003,245.5
2020-07-12 12:18:22,0.062114737993595875,0.021655185755049225,31277.29215611253,0.13703389830510174,0.7151016949152542,0.10799526935112548,247.9,247.9
2020-07-12 12:18:23,0.062114737993595875,0.021655185755049225,27578.551650198788,0.13376891917086367,0.6926153794003492,0.10798851573423897,245.50000000000003,245.5
2020-07-12 12:18:24,0.062114737993595875,0.012348014720797322,27578.551650198788,0.13105932203390191,0.6706610169491526,0.10797241095550948,49.75,49.75
2020-07-12 12:18:25,0.062114737993595875,0.012348014720797322,27578.551650198788,0.12970778670462738,0.6531068849791518,0.10796877439257058,245.50000000000003,245.5
2020-07-12 12:18:26,0.062114737993595875,0.012348014720797322,27229.14732373984,0.12746194786263382,0.6328689108105359,0.10794955255989358,245.50000000000003,245.5
2020-07-12 12:18:27,0.04138382614997494,0.012348014720797322,19530.652300374804,0.12537723373232093,0.6143908311010139,0.10794513673346773,248.5,248.5
2020-07-12 12:18:28,0.04138382614997494,0.012348014720797322,19530.652300374804,0.12122881355932498,0.59,0.10791968079289538,245.50000000000003,248.5
2020-07-12 12:18:29,0.04138382614997494,0.012348014720797322,19530.652300374804,0.11906981474260984,0.5703317005372972,0.10790331625967033,99.5,49.75
2020-07-12 12:18:30,0.04138382614997494,0.012348014720797327,17569.37819235104,0.11717293284062776,0.5521069939315862,0.10786435308532494,248.5,248.5
2020-07-12 12:18:31,0.04138382614997494,0.012348014720797327,22499.1960559298,0.11344758611336687,0.5300718741524274,0.107857859222934,248.5,248.5
2020-07-12 12:18:32,0.04138382614997494,0.012348014720797327,22499.1960559298,0.11112429646706803,0.5111548111480301,0.10784954707907367,245.50000000000003,245.5
2020-07-12 12:18:33,0.04138382614997494,0.009097401228641677,22499.1960559298,0.10865878682019894,0.4903423832861334,0.10786435308532494,245.50000000000003,245.5
