,timestamp,carts,carts-5fd657685b,catalogue,catalogue-6786c4d99b,front-end,front-end-858c94d57b,orders,orders-d99bfcf55,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,catalogue-db-7c6c54f454,orders-db,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:23:33,954.4871794871799,,23.057499999999997,,7105.263157894739,,9898.648648648648,,4.95,2478.529411764706,70.70000000000009,88.5504,0.0,270.4786,0.0,0.041,0.0,0.0,49.5368,0.0
1,2020-05-11 09:23:38,458.48484848484827,,23.322950819672126,,813.5593220338955,,2215.0000000000014,,94.49999999999994,45.25000000000002,48.76851851851856,44.2752,0.0,387.7286,0.0,0.0205,2.1546,0.0,113.4267,0.0
2,2020-05-11 09:23:43,249.60714285714283,,200.10869565217382,,4000.0,,4959.322033898305,,76.50000000000027,93.87499999999996,86.5833333333334,67.42333333333333,0.0,396.21593333333334,0.0,7.051333333333333,1.5489999999999997,0.0,77.22373333333333,0.0
3,2020-05-11 09:23:48,231.53333333333322,,221.20731707317057,,1961.53846153846,,2476.5625,,50.0,97.89583333333331,48.9245283018868,50.567499999999995,0.0,426.3491,0.0,5.2885,2.7577499999999997,0.0,126.0988,0.0
4,2020-05-11 09:23:53,232.96000000000006,,24.014655172413793,,901.6666666666613,,954.9999999999999,,79.00000000000021,9.3375,47.28521126760563,63.656079999999996,0.0,444.08488,0.0,4.5918,2.2062,0.0,100.87904,0.0
5,2020-05-11 09:23:58,234.97368421052624,,23.311486486486483,,454.75000000000057,,2454.0625,,6.6,51.00000000000066,61.94444444444418,53.04673333333333,0.0,455.3770387389188,0.0,3.8265,3.576019162834099,0.0,137.41509682063585,0.0
6,2020-05-11 09:24:03,237.23913043478262,,24.90648148148149,,857.1428571428513,,1757.500000000005,,94.3333333333333,95.91666666666667,98.39285714285701,63.037771885622874,0.0,458.0736259719484,0.0,3.616504099180164,3.065159282429228,0.0,117.78436870340217,0.0
7,2020-05-11 09:24:08,246.1634615384614,,23.226470588235294,,494.8453608247422,,961.5384615384613,,92.92857142857142,49.812499999999915,47.95744680851059,55.158050399920015,0.0,464.3579151224136,0.0,3.1644410867826434,3.766398125626975,0.0,142.2845369011912,0.0
8,2020-05-11 09:24:13,216.16666666666634,,23.948543689320374,,483.33333333333206,,943.8888888888883,,87.75000000000007,90.10000000000001,71.6666666666668,62.244182583925166,0.0,470.45128911229887,0.0,3.0425875598505012,3.347909445001756,0.0,126.47514391216994,0.0
9,2020-05-11 09:24:18,97.96774193548389,,22.985714285714277,,407.69230769230865,,246.99999999999997,,88.16666666666661,64.99999999999991,70.27272727272744,56.01976432553265,0.0,472.19773514603594,0.0,2.7383288038654507,4.040494926357093,0.0,146.77775959899978,0.0
10,2020-05-11 09:24:23,24.961176470588228,,23.01578947368421,,263.8888888888902,,499.6428571428571,,71.50000000000004,47.50000000000009,77.64999999999992,62.58693527894897,0.0,479.91698961270833,0.0,2.701353552548262,3.673177205779176,0.0,133.43432690818162,0.0
11,2020-05-11 09:24:28,175.62499999999974,,131.0499999999994,,338.5416666666661,,269.9999999999993,,39.249999999999936,88.87499999999991,51.24999999999778,57.37135733903656,0.0,478.5964606771019,0.0,2.4762407565025737,4.232098116704422,0.0,151.15195195720796,0.0
