,timestamp,front-end_carts,orders_carts,front-end-858c94d57b_carts-5fd657685b,orders-d99bfcf55_carts-5fd657685b,front-end_catalogue,front-end-858c94d57b_catalogue-6786c4d99b,unknown_front-end,unknown_front-end-858c94d57b,front-end_orders,front-end-858c94d57b_orders-d99bfcf55,orders_payment,orders_shipping,front-end_user,front-end-858c94d57b_user,orders_user,orders-d99bfcf55_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,queue-master_rabbitmq,rabbitmq_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:23:33,958.2051282051282,228.25000000000003,,,23.057499999999997,,7105.263157894739,,9898.648648648648,,4.95,2478.529411764706,78.30000000000014,,31.00000000000003,,88.5504,0.0,270.4786,0.0,0.041,0.0,0.0,0.0,0.0,0.0,49.5368,0.0
1,2020-05-11 09:23:38,463.71212121212125,224.12500000000003,,,23.322950819672126,,813.5593220338955,,2215.0000000000014,,94.49999999999994,45.25000000000002,48.68852459016394,,49.012499999999996,,44.2752,0.0,387.7286,0.0,0.0205,2.1546,0.0,0.0,0.0,0.0,113.4267,0.0
2,2020-05-11 09:23:43,257.5000000000003,216.25000000000009,,,200.10869565217382,,4000.0,,4959.322033898305,,76.50000000000027,93.87499999999996,89.93333333333335,,69.83333333333324,,67.42333333333333,0.0,396.21593333333334,0.0,7.051333333333333,1.4364,0.0013333333333333333,0.11126666666666667,0.0,0.0,77.22373333333333,0.0
3,2020-05-11 09:23:48,233.78571428571425,200.00000000000028,,,221.20731707317057,,1961.53846153846,,2476.5625,,50.0,97.89583333333331,48.89285714285714,,49.00000000000001,,50.567499999999995,0.0,426.3491,0.0,5.2885,2.6733000000000002,0.001,0.08345,0.0,0.0,126.0988,0.0
4,2020-05-11 09:23:53,235.38999999999993,94.93750000000004,,,24.014655172413793,,901.6666666666613,,954.9999999999999,,79.00000000000021,9.3375,47.39705882352942,,46.99999999999998,,63.656079999999996,0.0,444.08488,0.0,4.5918,2.13864,0.0008,0.06676,0.0,0.0,100.87904,0.0
5,2020-05-11 09:23:58,236.74107142857147,136.0,,,23.311486486486483,,454.75000000000057,,2454.0625,,6.6,51.00000000000066,62.91666666666673,,60.00000000000012,,53.04673333333333,0.0,455.3770387389188,0.0,3.8265,3.5197191628341,0.0006666666666666666,0.05563333333333333,0.0,0.0,137.41509682063585,0.0
6,2020-05-11 09:24:03,239.3695652173913,75.50000000000013,,,24.90648148148149,,857.1428571428513,,1757.500000000005,,94.3333333333333,95.91666666666667,151.42857142857113,,45.54687499999998,,63.037771885622874,0.0,458.0736259719484,0.0,3.616504099180164,3.0169021395720854,0.0005714285714285715,0.04768571428571428,0.0,0.0,117.78436870340217,0.0
7,2020-05-11 09:24:08,248.89130434782587,225.24999999999997,,,23.226470588235294,,494.8453608247422,,961.5384615384613,,92.92857142857142,49.812499999999915,47.98076923076921,,47.928571428571445,,55.158050399920015,0.0,464.3579151224136,0.0,3.1644410867826434,3.724173125626975,0.0005,0.041725,0.0,0.0,142.2845369011912,0.0
8,2020-05-11 09:24:13,221.66666666666663,75.25000000000013,,,23.948543689320374,,483.33333333333206,,943.8888888888883,,87.75000000000007,90.10000000000001,81.80000000000007,,48.294117647058805,,62.244182583925166,0.0,470.45128911229887,0.0,3.0425875598505012,3.3103761116684223,0.00044444444444444447,0.037088888888888887,0.0,0.0,126.47514391216994,0.0
9,2020-05-11 09:24:18,99.08064516129039,32.749999999999794,,,22.985714285714277,,407.69230769230865,,246.99999999999997,,88.16666666666661,64.99999999999991,68.35714285714269,,73.62500000000004,,56.01976432553265,0.0,472.19773514603594,0.0,2.7383288038654507,4.006714926357093,0.0004,0.03338,0.0,0.0,146.77775959899978,0.0
