,timestamp,carts,carts-5fd657685b,catalogue,catalogue-6786c4d99b,orders,orders-d99bfcf55,payment,payment-76c559c64c,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,catalogue-db-7c6c54f454,orders-db,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:23:33,957.9268292682927,,39.807692307692264,,9900.0,,4.95,,2477.6470588235293,89.49999999999962,88.5008,0.0,280.3242,0.0,0.041,0.0,0.0,49.5368,0.0
1,2020-05-11 09:23:38,462.94117647058846,,35.60416666666648,,2200.0,,95.25000000000003,,45.5,51.50000000000005,44.2504,0.0,366.2099,0.0,0.0205,2.1546,0.0,113.3034,0.0
2,2020-05-11 09:23:43,284.1666666666669,,203.73999999999995,,4957.627118644067,,90.60000000000007,,94.0,88.78571428571418,67.41533333333332,0.0,417.15680000000003,0.0,7.051333333333333,1.5476666666666665,0.0,77.14153333333333,0.0
3,2020-05-11 09:23:48,234.94545454545454,,226.03260869565216,,2477.7272727272725,,50.0,,100.0,49.666313559322035,50.561499999999995,0.0,413.34040000000005,0.0,5.2885,2.7567500000000003,0.0,126.0786,0.0
4,2020-05-11 09:23:53,240.4101123595505,,46.85365853658533,,2205.0,,65.50000000000021,,22.05,88.45714285714276,63.6684,0.0,443.54512000000005,0.0,4.5918,2.2054,0.0,100.86287999999999,0.0
5,2020-05-11 09:23:58,234.40697674418598,,31.409090909090796,,2448.793103448276,,79.25000000000017,,50.4999999999999,72.81818181818163,53.056999999999995,0.0,455.89627826434713,0.0,3.8265,3.575352496167433,0.0,137.41509412784112,0.0
6,2020-05-11 09:24:03,237.89436619718305,,45.30232558139538,,1780.0,,94.55555555555557,,97.03333333333333,99.7678571428572,63.030917873568136,0.0,456.5725919273288,0.0,3.6147901562544633,3.0645878538577995,0.0,117.78436639529238,0.0
7,2020-05-11 09:24:08,319.37499999999847,,36.883333333333226,,963.076923076923,,92.92857142857142,,43.74999999999997,75.61764705882348,55.15205313937212,0.0,464.60931125373963,0.0,3.1629413867226552,3.7658981256269755,0.0,142.1920228767932,0.0
8,2020-05-11 09:24:13,220.74999999999983,,57.38888888888888,,948.8888888888889,,89.80000000000004,,91.3333333333333,88.36538461538471,62.24284928709952,0.0,472.9390604219618,0.0,3.0425870269435573,3.3474650005573117,0.0,126.39290922381618,0.0
9,2020-05-11 09:24:18,126.57142857142902,,44.96428571428571,,480.0,,89.12499999999996,,81.24999999999991,85.35714285714299,56.01856435838956,0.0,474.644113755391,0.0,2.738328324249202,4.040094926357094,0.0,146.77777279413016,0.0
10,2020-05-11 09:24:23,47.28846153846154,,26.722222222222474,,540.0000000000022,,58.000000000000426,,52.00000000000011,87.40000000000013,62.58133801265114,0.0,470.79499593302586,0.0,2.70135311653349,3.6728135694155397,0.0,133.4343389037547,0.0
11,2020-05-11 09:24:28,185.84615384615384,,196.85714285714246,,448.7499999999994,,37.49999999999989,,87.49999999999994,98.47826086956519,57.36622651159687,0.0,479.85970818242,0.0,2.4762403568223657,4.231764783371089,0.0,151.1279818978501,0.0
12,2020-05-11 09:24:33,233.17000000000002,,190.22500000000022,,245.16129032258067,,83.50000000000001,,76.24999999999976,47.716911764705856,60.07504317826354,0.0,497.44659151575325,0.0,2.666240356822366,4.231764783371089,0.0,146.99991523118345,0.0
13,2020-05-11 09:24:38,167.0500000000004,,44.80405405405402,,441.2500000000004,,75.2500000000001,,75.00000000000001,76.16666666666633,60.07504317826354,0.0,501.7179915157533,0.0,2.666240356822366,4.7105647833710895,0.0,159.21321523118345,0.0
14,2020-05-11 09:24:43,204.5263157894736,,40.361111111111335,,465.357142857143,,80.75000000000003,,80.25000000000009,49.35416666666664,60.74755984493021,0.0,502.20542484908657,0.0,1.1102403568223658,4.6828814500377565,0.0,158.8117318978501,0.0
15,2020-05-11 09:24:48,94.31944444444449,,42.39285714285711,,417.50000000000006,,89.79999999999998,,99.25000000000043,46.089285714285644,60.74755984493021,0.0,506.6692748490866,0.0,1.1102403568223658,4.957748116704423,0.0,164.62328189785012,0.0
16,2020-05-11 09:24:53,94.30851063829785,,73.82142857142857,,242.21875000000003,,46.81249999999998,,46.39285714285718,62.249999999999524,61.57179339821955,0.0,503.3250709565318,0.0,1.1502022811041763,4.957748116704423,0.0,164.62328189785012,0.0
17,2020-05-11 09:24:58,42.592105263157876,,45.5125,,239.28571428571433,,46.50000000000002,,75.25000000000004,44.08333333333323,61.57179339821955,0.0,505.4640211752846,0.0,1.1502022811041763,4.975300677097316,0.0,165.5848443367951,0.0
18,2020-05-11 09:25:03,70.54999999999987,,201.48076923076928,,239.28571428571425,,45.94999999999996,,48.44642857142856,83.18749999999987,61.570484241066254,0.0,508.7102776274162,0.0,1.1413532737726961,4.975300677097316,0.0,165.5848443367951,0.0
19,2020-05-11 09:25:08,94.73076923076923,,174.07692307692278,,221.2,,50.0,,9.060000000000006,71.96428571428595,61.570484241066254,0.0,502.11263208253155,0.0,1.1413532737726961,5.076978174763049,0.0,167.3760094828535,0.0
20,2020-05-11 09:25:13,47.66249999999998,,206.05555555555583,,240.70000000000007,,74.75000000000028,,49.875000000000256,46.38793103448276,61.884170477767874,0.0,497.7502737893158,0.0,1.1694169861018537,5.076978174763049,0.0,167.3760094828535,0.0
21,2020-05-11 09:25:18,49.67948717948715,,58.38888888888838,,229.42857142857136,,87.62500000000006,,41.91666666666674,48.22727272727271,61.884170477767874,0.0,495.4573822245443,0.0,1.1694169861018537,5.050030326384754,0.0,166.73987420430024,0.0
22,2020-05-11 09:25:23,44.037500000000044,,78.19444444444451,,98.21428571428572,,41.83333333333329,,41.49999999999994,48.69444444444445,61.58849759816231,0.0,506.1550307487632,0.0,1.1655335661538226,5.050030326384754,0.0,166.73987420430024,0.0
23,2020-05-11 09:25:28,92.12500000000001,,44.593750000000036,,220.59999999999977,,46.08333333333336,,18.24999999999999,44.99999999999996,61.58849759816231,0.0,500.23956883828356,0.0,1.1655335661538226,5.058377981644577,0.0,166.4042863015586,0.0
24,2020-05-11 09:25:33,180.76923076923046,,44.58870967741932,,241.49999999999997,,36.8749999999999,,49.85714285714282,76.47222222222236,61.69276426482897,0.0,497.27365217161696,0.0,1.1625335661538228,5.058377981644577,0.0,166.4042863015586,0.0
25,2020-05-11 09:25:38,98.20454545454545,,34.113636363636324,,234.66666666666654,,21.137500000000014,,49.78571428571428,41.5312499999998,61.69276426482897,0.0,499.678952171617,0.0,1.1625335661538228,5.058377981644576,0.0,168.86815296822527,0.0
26,2020-05-11 09:25:43,75.0625000000004,,35.17857142857154,,237.24999999999991,,79.75000000000007,,59.500000000000135,44.70535714285723,61.92580680413087,0.0,497.78309220625596,0.0,1.1583741603451365,5.058377875063175,0.0,168.86815296822527,0.0
27,2020-05-11 09:25:48,49.43333333333323,,39.91249999999991,,245.23214285714283,,50.0,,75.00000000000001,57.22222222222218,61.92580680413087,0.0,503.037559239736,0.0,1.1583741603451365,5.120792254148142,0.0,167.77423634824393,0.0
28,2020-05-11 09:25:53,82.99999999999989,,81.19047619047628,,229.00000000000003,,83.33333333333323,,50.0,36.96875000000001,62.045370636462444,0.0,502.8380744568206,0.0,1.164490834169235,5.120792254148142,0.0,167.77423634824393,0.0
29,2020-05-11 09:25:58,46.17741935483873,,120.66666666666607,,225.99999999999994,,46.70833333333335,,45.06250000000003,48.65000000000003,62.045370636462444,0.0,498.82326843922766,0.0,1.164490834169235,5.107846779004866,0.0,167.76814351204507,0.0
30,2020-05-11 09:26:03,46.87500000000006,,38.71052631578937,,249.80645161290315,,49.75000000000003,,42.75000000000002,45.78750000000005,62.21064436736765,0.0,503.23675582832783,0.0,1.1733789170189448,5.107846779004866,0.0,167.76814351204507,0.0
31,2020-05-11 09:26:08,48.22500000000005,,970.3529411764706,,244.92307692307688,,203.99999999999957,,124.00000000000011,47.786764705882334,62.21064436736765,0.0,494.99052249499454,0.0,1.1733789170189448,5.125580112338199,0.0,167.8078268453784,0.0
32,2020-05-11 09:26:13,43.60227272727271,,800.3124999999993,,471.5625000000002,,201.50000000000006,,241.60000000000002,61.44999999999996,62.48085659158948,0.0,490.4528596408986,0.0,1.1724191922972225,5.125580112338199,0.0,167.8078268453784,0.0
33,2020-05-11 09:26:18,59.64285714285747,,722.272727272729,,245.9285714285714,,125.5000000000015,,92.0,63.37499999999974,62.48085659158948,0.0,485.490668392649,0.0,1.1724191922972225,5.143147605836899,0.0,171.03880004668534,0.0
34,2020-05-11 09:26:23,75.13636363636381,,925.3749999999999,,282.4999999999999,,97.3,,198.50000000000023,75.30000000000072,61.978556591589474,0.0,473.5531017259823,0.0,1.1804191922972225,5.143147605836899,0.0,171.03880004668534,0.0
