,timestamp,front-end_carts,orders_carts,front-end_catalogue,unknown_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user
0,2019-09-17 18:39:55,92.05454545454545,18.18181818181818,140.98181818181817,567.4727272727272,18.18181818181818,18.18181818181818,18.18181818181818,99.34545454545453,54.54545454545454
1,2019-09-17 18:40:00,95.01990945289914,18.763977526864128,148.9663448426335,592.7380497827234,18.23669521264023,18.21851306387389,18.23669521264023,101.67457590138002,55.34646084474264
2,2019-09-17 18:40:05,95.41818181818182,19.27272727272727,149.83636363636364,598.1818181818181,19.709090909090907,19.690909090909088,19.690909090909088,102.5090909090909,57.43636363636363
3,2019-09-17 18:40:10,94.5601978109887,19.635649612741354,149.44911094142032,596.3419512017746,19.690193083887856,19.690193083887856,19.690193083887856,104.10530526162685,57.52518090251263
4,2019-09-17 18:40:15,94.69779620336024,19.710524401774673,151.2291803040221,600.0436395374207,19.674158120590587,19.674158120590587,19.674158120590587,104.4803258418794,58.85882609644338
5,2019-09-17 18:40:20,95.81121372991055,19.707657624900005,151.75259981092282,601.7744164060796,19.671296632972147,19.671296632972147,19.671296632972147,105.95593047778343,59.01388989891644
6,2019-09-17 18:40:25,94.98009127106779,19.454191741968327,152.21541426519516,598.1709423465027,19.58146215523354,19.599643642842857,19.58146215523354,105.27081325794076,58.035308448937286
7,2019-09-17 18:40:30,87.26089170121463,17.692195796057895,140.3374790893883,549.3854098479889,17.855844061386282,17.855844061386282,17.855844061386282,96.3342788566441,53.185686231725946
8,2019-09-17 18:40:35,78.96650787301357,16.091494236154045,126.53187388632315,496.9271609876723,16.091494236154045,16.091494236154045,16.091494236154045,86.63951416415144,47.56536601330958
9,2019-09-17 18:40:40,75.14545454545454,14.890909090909089,115.47272727272727,461.05454545454546,14.527272727272727,14.527272727272727,14.527272727272727,83.05454545454545,43.836363636363636
10,2019-09-17 18:40:45,73.23769523082238,14.400261822942236,115.14754813723886,459.2447135402462,14.327533227876872,14.345715376643211,14.345715376643211,76.96503572792234,43.03714612992964
11,2019-09-17 18:40:50,71.09090909090908,14.218181818181817,115.87272727272726,457.4181818181817,14.218181818181817,14.218181818181817,14.218181818181817,75.96363636363635,42.63636363636363
12,2019-09-17 18:40:55,70.69090909090909,12.727272727272727,116.58181818181816,455.59999999999997,12.618181818181817,12.69090909090909,12.69090909090909,72.63636363636364,38.236363636363635
13,2019-09-17 18:41:00,69.41818181818182,12.581818181818182,117.76363636363635,451.9636363636362,12.527272727272727,12.49090909090909,12.527272727272727,68.56363636363635,37.58181818181818
14,2019-09-17 18:41:05,67.47640780406203,12.400676400530937,114.56988563012528,440.66039965816316,12.364310780588031,12.400676400530937,12.364310780588031,66.51271887557503,37.02020110187828
15,2019-09-17 18:41:10,58.96363636363636,10.6,100.69090909090909,386.3090909090909,10.6,10.6,10.6,57.43636363636363,31.799999999999997
16,2019-09-17 18:41:15,51.49465415666593,8.909738890101098,86.04262128154775,333.3333333333333,8.782456905956796,8.782456905956796,8.782456905956796,47.71256091352098,26.456469561422647
17,2019-09-17 18:41:20,47.14631175112275,9.163802978235967,78.69233986072474,316.1148384516082,7.418316696667213,7.400134547900872,7.418316696667213,45.70992199858179,24.691358024691358
18,2019-09-17 18:41:25,54.17984800552708,9.090578524417293,91.56030689793099,364.93218428420784,9.090578524417293,9.090578524417293,9.090578524417293,48.652776262681364,27.27173557325188
19,2019-09-17 18:41:30,62.272727272727266,10.854545454545454,104.49090909090908,417.3818181818182,10.854545454545454,10.854545454545454,10.854545454545454,57.199999999999996,32.56363636363636
20,2019-09-17 18:41:35,65.10790712896129,12.054326284976636,116.59788003854474,451.4099743641025,12.41795603716296,12.41795603716296,12.41795603716296,61.435246631879416,36.81751240886529
21,2019-09-17 18:41:40,66.7090909090909,12.545454545454543,117.5090909090909,453.23636363636365,12.618181818181817,12.6,12.6,67.61818181818181,37.8
22,2019-09-17 18:41:45,68.69090909090909,12.454545454545455,116.58181818181816,453.23636363636365,12.727272727272727,12.727272727272727,12.563636363636363,67.7090909090909,36.98181818181818
23,2019-09-17 18:41:50,67.0145264803738,12.435685326254934,109.08495900223625,424.5950220897043,12.526589458756796,12.472046979255678,12.453866152755305,66.46910168536262,37.252513499263685
24,2019-09-17 18:41:55,67.29090909090908,12.563636363636363,103.25454545454545,420.07272727272726,12.6,12.636363636363635,12.6,68.78181818181818,37.85454545454545
25,2019-09-17 18:42:00,69.25454545454545,12.709090909090909,105.79999999999998,431.4,12.745454545454544,12.709090909090909,12.745454545454544,70.16363636363636,38.36363636363636
26,2019-09-17 18:42:05,77.52727272727272,14.527272727272727,119.3090909090909,482.090909090909,14.545454545454543,14.527272727272727,14.545454545454543,79.94545454545454,43.58181818181818
27,2019-09-17 18:42:10,84.21818181818182,16.345454545454544,132.52727272727273,531.4545454545454,16.327272727272724,16.327272727272724,16.327272727272724,88.98181818181817,49.03636363636363
28,2019-09-17 18:42:15,89.37694307583223,16.344563023835065,140.81050124538663,555.896951075396,18.089922367870845,18.089922367870845,18.089922367870845,91.21320655236988,51.8335363525626
29,2019-09-17 18:42:20,89.45617193039874,18.145784468808525,140.8752886416117,557.7555955562829,18.073055873743158,17.945780832378773,18.05487372497682,97.63813887525228,54.40098910889289
30,2019-09-17 18:42:25,90.12563407938038,18.163306121706874,141.67015145179178,557.7353139033835,17.836039344739184,18.072398683660296,17.654224468646024,98.10730713987019,53.27175869529644
