,timestamp,carts,catalogue,front-end,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,catalogue-db-7c6c54f454,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-07-11 22:04:55,182.5,81.04166666666663,326.3888888888886,205.00000000000003,4.749999999999999,7.749999999999994,21.071428571428573,0.0,0.0,561.3128153380424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-07-11 22:04:56,229.31818181818187,75.00000000000001,305.55555555555475,235.57692307692307,5.0,9.500000000000002,24.127906976744182,71.61078431372549,0.0,428.51568627450985,0.0,8.76470588235294,0.0,0.0,0.0,0.0,0.0
2,2020-07-11 22:04:57,94.61538461538467,87.11538461538458,238.88888888888886,205.00000000000003,,4.75,19.299999999999983,0.2096114519427403,0.0,458.32413087934566,0.0,0.0,0.0,0.0,0.0,103.78220858895706,0.0
3,2020-07-11 22:04:58,221.07142857142847,21.689655172413783,344.59459459459475,466.0714285714285,74.99999999999996,74.99999999999996,23.76666666666666,0.0,0.0,504.7695390781563,0.0,0.0,0.0,0.0,0.0,9.517034068136272,0.0
4,2020-07-11 22:04:59,233.44827586206893,23.781249999999996,356.3829787234039,437.49999999999983,79.16666666666663,89.99999999999999,72.7500000000001,448.98001998002,0.0,338.0649350649351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020-07-11 22:05:00,223.54166666666666,76.24999999999997,286.58536585365727,96.66666666666667,4.75,4.75,20.6,169.51648351648353,0.0,608.0959040959042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-07-11 22:05:01,99.37499999999997,40.0,291.6666666666664,152.4999999999997,72.49999999999997,76.24999999999993,23.35937500000001,0.0,0.0,502.36427145708586,0.0,0.20459081836327345,0.0,0.0,0.0,1197.5868263473055,0.0
7,2020-07-11 22:05:02,90.33333333333333,22.28125,228.5714285714286,231.24999999999997,4.750000000000001,4.75,23.422413793103434,28.47995991983968,0.0,435.45791583166334,0.0,0.0,0.0,0.02004008016032064,0.0,0.0,0.0
8,2020-07-11 22:05:03,93.88888888888889,120.83333333333333,358.8709677419355,200.0,4.75,8.649999999999999,24.909999999999997,0.0,0.0,459.467,0.0,0.0,0.0,40.432,0.0,121.834,0.0
9,2020-07-11 22:05:04,85.93749999999994,23.538461538461544,314.2857142857143,229.99999999999997,92.5,,76.76470588235294,0.0,0.0,298.6866866866867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2020-07-11 22:05:05,48.81249999999999,18.649999999999977,235.90604026845628,241.875,92.5,93.5,23.038461538461544,0.0,0.0,410.2687312687313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-07-11 22:05:06,45.91216216216215,22.239999999999995,245.9016393442623,93.86363636363636,4.75,41.24999999999995,23.59926470588235,89.9278350515464,0.0,446.3552014995314,0.0,8.772258669165886,0.0,0.0,0.0,0.0,0.0
12,2020-07-11 22:05:07,46.17647058823529,150.62499999999994,390.90909090909054,229.0,65.00000000000004,87.50000000000001,46.17647058823525,0.21972132904608788,0.0,377.55948553054657,0.0,0.0,0.0,0.0,0.0,71.57127545551982,0.0
13,2020-07-11 22:05:08,33.75000000000001,79.99999999999966,236.046511627907,89.16666666666667,43.500000000000014,17.125,22.74999999999998,0.0,0.0,515.8788788788789,0.0,0.0,0.0,0.0,0.0,175.19219219219218,0.0
14,2020-07-11 22:05:09,24.632352941176475,22.154411764705888,232.9545454545454,,,8.875,30.714285714285683,482.13273453093814,0.0,505.81536926147703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-07-11 22:05:10,42.499999999999986,21.25,227.09923664122127,93.75,4.75,4.75,22.224999999999987,167.9630738522954,0.0,405.8223552894212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-07-11 22:05:11,42.58333333333332,90.74074074074073,433.734939759036,208.74999999999994,77.49999999999994,69.99999999999999,24.267857142857146,0.0,0.0,407.75602409638554,0.0,0.20582329317269077,0.0,0.0,0.0,1173.5251004016063,0.0
17,2020-07-11 22:05:12,21.33333333333333,34.99999999999971,244.78750000000005,93.75,4.75,28.750000000000025,24.363636363636367,27.877450980392158,0.0,395.806862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-07-11 22:05:13,22.7875,15.333333333333325,245.7786885245901,47.91666666666667,4.750000000000001,85.00000000000001,21.30172413793103,0.0,0.0,467.50609756097566,0.0,0.0,0.0,42.98170731707317,0.0,63.051829268292686,0.0
19,2020-07-11 22:05:14,23.321428571428573,22.308823529411764,309.55882352941154,237.5,8.249999999999995,5.249999999999991,26.60714285714298,0.0,0.0,340.3229689067202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-07-11 22:05:15,21.758064516129032,28.035714285714274,335.3658536585357,236.25,84.99999999999999,,23.60714285714285,0.0,0.0,443.7257257257257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
