,timestamp,carts,catalogue,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:10:39,79.38144329896909,23.117788461538467,246.9230769230769,4.866279069767442,27.916666666666668,21.592307692307696,142.2602520504101,0.0,483.81276255251055,0.0,0.0,10.26965393078616,0.0,46.57191438287658,0.0
1,2020-05-11 09:10:44,41.793478260869605,20.984375000000014,568.1818181818184,4.870588235294117,50.55555555555555,23.271889400921662,71.13012602520504,0.0,495.5049812762553,1.1485,0.0,5.13482696539308,0.0,110.3692571914383,0.0
2,2020-05-11 09:10:49,24.959731543624173,20.65365853658537,242.22222222222226,4.983870967741936,21.249999999999993,18.825153374233135,96.94324605106317,0.0,504.7489050673269,0.7656666666666667,0.0,6.845066940469344,0.0,88.9660274897531,0.0
3,2020-05-11 09:10:54,30.851063829787222,24.38432835820897,231.0869565217392,7.000000000000021,8.611111111111114,19.692307692307697,72.70743453829738,0.0,518.8910946836718,1.133611872374475,0.0,5.133800205352008,0.0,108.26762923903917,0.0
4,2020-05-11 09:10:59,31.81451612903226,23.346511627906985,242.50000000000003,4.866279069767442,7.625,21.136585365853662,87.67516578700663,0.0,502.2742434733921,0.9068894978995801,0.0,6.170787414831496,0.0,99.98546911808596,0.0
5,2020-05-11 09:11:04,87.50000000000001,18.566115702479355,195.00000000000006,4.790322580645161,4.838709677419354,15.004807692307699,73.06263815583885,0.0,503.5371979601732,1.1546543642061746,0.0,5.142322845692914,0.0,107.58040943543904,0.0
6,2020-05-11 09:11:09,20.83941605839417,20.779069767441857,291.6666666666668,25.833333333333346,5.916666666666675,18.999999999999996,83.76897496250737,0.0,512.7690131169436,0.9897037407481497,0.0,5.797671316695978,0.0,104.85119586628049,0.0
7,2020-05-11 09:11:14,53.333333333333336,17.933098591549292,160.93750000000003,27.500000000000032,9.97058823529412,17.805389221556883,73.29785309219395,0.0,502.72023988937286,1.1697980575252533,0.0,5.073162522181025,0.0,107.52206274281133,0.0
8,2020-05-11 09:11:19,95.33333333333333,20.100591715976336,198.27586206896552,4.903846153846154,35.62500000000004,20.225714285714286,81.64620274861684,0.0,510.48074656833137,1.039820495578003,0.0,5.6562333530497995,0.0,103.5371002158323,0.0
9,2020-05-11 09:11:24,27.083333333333343,21.61801242236024,188.74999999999997,25.833333333333318,31.249999999999986,23.12690355329949,73.48158247375515,0.0,512.0259919114982,1.1679384460202027,0.0,5.09061001774482,0.0,109.48839019424906,0.0
10,2020-05-11 09:11:29,64.06976744186046,18.073529411764703,188.0434782608696,25.833333333333318,5.687499999999997,24.47916666666668,80.33340224886832,0.0,509.6025199195438,1.0617622236547297,0.0,5.551572743404382,0.0,105.50008199477188,0.0
11,2020-05-11 09:11:34,22.77272727272727,23.37755102040816,102.99999999999989,4.640625,4.983870967741936,19.969230769230776,73.63895206146263,0.0,508.1583720471576,1.1686596294986058,0.0,5.088941681454016,0.0,110.09984687419842,0.0
12,2020-05-11 09:11:39,23.09509202453988,38.22033898305088,91.95121951219514,4.870588235294118,6.500000000000014,22.09241706161138,74.27861332704907,0.0,511.42440858779906,1.1686596294986058,0.0,5.1155470025182295,0.0,109.8788693453593,0.0
13,2020-05-11 09:11:44,21.785714285714285,19.40000000000001,114.99999999999991,15.249999999999948,8.681818181818182,21.826923076923073,74.27861332704907,0.0,510.58850581502037,1.163622353620448,0.0,5.1155470025182295,0.0,109.42345765103151,0.0
14,2020-05-11 09:11:49,19.257812500000004,19.77027027027027,165.83333333333334,4.731958762886598,24.25000000000003,21.14720812182742,74.3649026532169,0.0,506.092217051315,1.163622353620448,0.0,5.128670660606816,0.0,109.65253002927876,0.0
15,2020-05-11 09:11:54,21.677914110429448,19.517543859649127,60.4166666666667,4.645161290322581,4.73936170212766,22.156250000000004,74.3649026532169,0.0,505.0697141383517,1.1807071861029208,0.0,5.128670660606816,0.0,110.98470174679217,0.0
16,2020-05-11 09:11:59,18.666666666666664,21.541044776119406,93.88888888888887,4.664634146341464,5.666666666666658,22.630252100840334,74.5092219278901,0.0,508.27998341316805,1.1807071861029208,0.0,5.092552196653919,0.0,109.13477788208127,0.0
17,2020-05-11 09:12:04,18.940000000000005,16.431818181818183,61.24999999999996,4.552941176470589,4.903846153846154,18.72916666666667,74.5092219278901,0.0,514.1411649569227,1.1738213513699216,0.0,5.092552196653919,0.0,110.90070171002806,0.0
18,2020-05-11 09:12:09,22.82450331125828,23.04020100502513,122.50000000000006,12.142857142857137,7.999999999999998,21.33571428571428,74.48845561101355,0.0,505.1854562854589,1.1738213513699216,0.0,5.119638684761055,0.0,109.34875883908397,0.0
19,2020-05-11 09:12:14,24.56578947368422,23.244318181818187,130.00000000000003,32.142857142857096,4.945054945054945,20.748571428571434,74.48845561101355,0.0,512.7163164965913,1.1627381194477049,0.0,5.119638631385027,0.0,112.69145344030828,0.0
20,2020-05-11 09:12:19,21.48630136986302,22.48883928571429,95.96774193548389,4.846153846153847,9.272727272727273,22.158291457286435,74.55402227768023,0.0,505.58001649659127,1.1627381194477049,0.0,5.097471964718361,0.0,110.4979367736416,0.0
21,2020-05-11 09:12:24,23.660714285714285,22.417910447761198,184.5454545454546,36.874999999999986,30.000000000000057,23.46495327102804,74.55402227768023,0.0,505.9994164965913,1.171738119447705,0.0,5.097471964718361,0.0,111.90342010697493,0.0
