,timestamp,front-end_carts,orders_carts,front-end_catalogue,unknown_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,orders_orders-db,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,rabbitmq_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:10:09,215.70388349514567,,8.624999999999996,140.87392550143284,,,,34.25000000000001,23.6875,137.3048,0.0,554.7586,0.0,0.0,5.3732,0.004,0.0,0.0,103.1814,0.0
1,2020-05-11 09:10:14,221.90909090909093,97.20930232558142,18.836363636363643,235.89743589743597,4357.142857142857,16.428571428571423,37.499999999999986,24.493506493506498,44.875,68.6524,0.0,550.376,17.1205,0.0,2.6866,0.002,0.2845,0.0,54.739599999999996,0.0
2,2020-05-11 09:10:19,205.21582733812954,84.07407407407408,18.706081081081074,222.57001647446438,2137.0967741935483,50.0,47.91666666666668,32.161016949152554,18.4,89.70639999999999,0.0,517.3358,11.413666666666666,0.0,3.387066666666667,0.0013333333333333333,0.18966666666666665,0.0,68.36866666666667,0.0
3,2020-05-11 09:10:24,170.2,65.00000000000003,13.033707865168546,207.35294117647058,2026.0000000000007,59.00000000000002,48.75,20.45754716981133,14.553571428571438,67.2798,0.0,518.9735056688662,8.990413967206559,0.0,2.5403000000000002,0.001,0.14225,0.0,85.80354459108179,0.0
4,2020-05-11 09:10:29,199.95575221238943,86.37931034482757,11.038461538461542,193.31210191082815,925.0000000000001,4.6914893617021285,4.895604395604395,25.755813953488406,18.75675675675676,81.72954114022805,0.0,505.82329343287256,7.192331173765247,0.0,3.692412034406881,0.0008,0.11379999999999998,0.0,76.70652841141313,0.0
5,2020-05-11 09:10:34,97.01219512195128,42.500000000000014,16.885245901639355,149.8637602179837,642.8571428571428,4.792207792207793,8.65625,16.962962962962965,14.40909090909093,68.10795095019004,0.0,511.5653686692321,6.3843644937679125,0.0,3.077010028672401,0.0006666666666666666,0.09483333333333333,0.0,91.38858038150322,0.0
6,2020-05-11 09:10:39,73.4736842105263,37.142857142857146,15.800884955752212,160.66176470588255,235.88235294117644,4.68,9.666666666666668,13.978260869565228,15.533333333333344,78.71165321064213,0.0,505.44945182936436,5.472312423229639,0.0,4.104530586117224,0.0005714285714285715,0.08128571428571428,0.0,84.97574028985248,0.0
7,2020-05-11 09:10:44,45.454545454545496,7.555555555555559,12.854838709677415,191.41856392294216,581.8181818181816,4.764705882352941,46.25000000000011,19.487951807228917,18.5,68.87269655931186,0.0,509.1783453506938,5.084398370325935,0.0,3.5914642628525706,0.0005,0.071125,0.0,96.12182275362092,0.0
8,2020-05-11 09:10:49,22.286764705882366,4.9186046511627906,12.942307692307685,120.57926829268334,232.6923076923077,18.250000000000036,16.64285714285714,14.588235294117645,9.27702702702703,77.73858214901351,0.0,510.88391745629895,4.519465218067498,0.0,4.333028999271382,0.00044444444444444447,0.06322222222222222,0.0,90.57046112392779,0.0
9,2020-05-11 09:10:54,21.117647058823543,20.999999999999996,16.986842105263165,140.57377049180332,223.1578947368421,4.623287671232878,4.963235294117648,13.761904761904777,9.553571428571429,69.96472393411216,0.0,511.0744414938257,4.284062004922481,0.0,3.8997260993442437,0.0004,0.05689999999999999,0.0,98.1255574400207,0.0
10,2020-05-11 09:10:59,33.291666666666664,4.95,15.386363636363642,173.3183856502243,212.91666666666663,4.838709677419355,4.882978723404256,14.356164383561653,12.772727272727266,77.01333994919105,0.0,506.3320393940525,3.8946018226568,0.0,4.483272476926535,0.00036363636363636367,0.051727272727272726,0.0,95.29028971615558,0.0
11,2020-05-11 09:11:04,80.7936507936508,42.08333333333331,9.297468354430377,140.6504065040649,265.0,4.764705882352941,4.767857142857144,9.162280701754385,9.355072463768117,70.5955616200918,0.0,505.2991017243374,3.769508228746996,0.0,4.109666437182657,0.0003333333333333333,0.04741666666666666,0.0,99.46530541444422,0.0
12,2020-05-11 09:11:09,13.399999999999999,4.591836734693878,13.735849056603778,110.31879194630864,279.54545454545485,26.11111111111112,4.6298076923076925,12.704918032786896,9.843750000000002,71.48328041548123,0.0,504.0272269192205,3.769508228746996,0.0,4.472713282408855,0.00033313345326137656,0.04741666666666666,0.0,98.23311898963243,0.0
13,2020-05-11 09:11:14,52.1276595744681,18.57142857142858,9.330985915492958,103.60576923076927,95.89743589743591,4.78125,33.57142857142862,9.984375,11.218749999999995,71.48328041548123,0.0,499.2272632777022,1.11963035202096,0.0,4.472713282408855,0.00033313345326137656,0.00013341338136215372,0.0,108.22647989617634,0.0
14,2020-05-11 09:11:19,108.15217391304348,78.82352941176471,14.305882352941172,129.3388429752069,203.63636363636365,4.831578947368421,21.62500000000001,15.923728813559336,14.934210526315793,72.86403041548124,0.0,504.9185799443689,1.11963035202096,0.0,4.933779949075522,0.00033313345326137656,0.00013341338136215372,0.0,106.22902989617636,0.0
15,2020-05-11 09:11:24,29.50000000000001,5.555555555555554,9.333333333333332,132.8947368421053,172.6315789473684,11.499999999999973,25.357142857142854,16.729729729729733,17.57894736842105,72.86403041548124,0.0,506.1706280547467,1.168659029618774,0.0,4.933779949075522,0.00033313345326137656,0.00013341338136215372,0.0,108.30751503248241,0.0
16,2020-05-11 09:11:29,53.46153846153845,55.454545454545496,8.969273743016759,115.0485436893205,173.50000000000006,4.989130434782608,4.78125,21.257281553398066,18.264150943396228,73.64508827371955,0.0,511.0722243473386,1.168659029618774,0.0,5.088808268072655,0.00033313345326137656,0.00013341338136215372,0.0,110.41572639142088,0.0
