,timestamp,carts,catalogue,front-end,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:10:39,96.90816326530611,34.1730769230768,402.5423728813569,463.57142857142844,74.00000000000001,84.33333333333334,23.959210526315783,142.33386677335469,0.0,468.75395079015806,0.0,0.0,10.26965393078616,0.0,46.498699739947995,0.0
1,2020-05-11 09:10:44,154.3333333333335,23.78548387096774,459.8214285714294,958.1818181818179,45.500000000000014,94.83333333333334,41.88541666666673,71.16693338667734,0.0,502.01727539507897,1.1845,0.0,5.13482696539308,0.0,110.32154986997399,0.0
2,2020-05-11 09:10:49,83.91176470588236,24.313461538461528,248.1707317073172,464.28571428571445,89.10000000000005,89.10000000000005,29.678571428571907,96.99984454666044,0.0,509.5210150304326,0.7896666666666667,0.0,6.845066940469344,0.0,88.9342226087769,0.0
3,2020-05-11 09:10:54,83.58823529411758,71.2142857142858,323.1707317073153,457.99999999999994,13.75,62.5,24.145731707317083,72.74988340999533,0.0,510.338050730716,1.133608271654331,0.0,5.133800205352008,0.0,108.23102302779692,0.0
4,2020-05-11 09:10:59,60.07142857142887,24.775000000000013,413.46153846153913,252.49999999999946,90.00000000000004,74.4999999999999,25.71874999999985,87.69980674799226,0.0,500.052044263837,0.9068866173234648,0.0,6.170787414831496,0.0,99.97234091773844,0.0
5,2020-05-11 09:11:04,216.7321428571428,61.89999999999982,330.64516129032006,476.49999999999994,54.999999999999204,27.750000000000224,22.566666666666674,73.08317228999356,0.0,499.03283477944274,1.1546519637260786,0.0,5.142322845692914,0.0,107.54203044738522,0.0
6,2020-05-11 09:11:09,24.264999999999986,24.12830188679246,282.29166666666646,477.9545454545453,73.49999999999991,36.62499999999989,24.411931818181834,83.77949418351922,0.0,504.8133015736076,0.9897016831937817,0.0,5.798242402615855,0.0,104.80676365522427,0.0
7,2020-05-11 09:11:14,94.38775510204081,23.712264150943394,244.87980769230765,226.99999999999986,57.49999999999974,89.24999999999994,23.539759036144574,73.30705741057932,0.0,502.7608684146293,1.1712971577055056,0.0,5.073662222360917,0.0,107.48318455813714,0.0
8,2020-05-11 09:11:19,233.49999999999994,39.91176470588227,248.34710743801662,245.36363636363635,82.99999999999989,91.74999999999999,43.45000000000009,81.64887325384828,0.0,504.6264608130038,1.0411530290715605,0.0,5.656677530987482,0.0,103.50254182945524,0.0
9,2020-05-11 09:11:24,49.54910714285715,24.116981132075477,272.7272727272735,242.2631578947368,87.625,83.50000000000001,63.7499999999999,73.48398592846345,0.0,508.0549347317034,1.1679377261644046,0.0,5.0910097778887335,0.0,109.45728764650971,0.0
10,2020-05-11 09:11:29,214.5999999999998,22.526744186046546,309.5238095238097,242.35,87.24999999999991,74.49999999999983,48.01136363636353,80.34009629860314,0.0,508.4173588470031,1.0617615692403677,0.0,5.55193616171703,0.0,105.47180695137246,0.0
11,2020-05-11 09:11:34,72.79999999999995,76.38235294117659,240.74074074074045,231.25000000000009,84.16666666666659,88.12499999999993,26.41666666666675,73.64508827371954,0.0,512.030632665675,1.17165842973875,0.0,5.089274814907278,0.0,110.07729407788361,0.0
12,2020-05-11 09:11:39,23.74736842105262,171.6000000000002,386.3636363636366,202.50000000000045,50.0,37.49999999999989,38.84722222222227,74.25844427825378,0.0,511.5000098744501,1.17165842973875,0.0,5.115880135971491,0.0,109.86578510942324,0.0
