,timestamp,carts,catalogue,front-end,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:10:09,233.58009708737862,10.480769230769177,205.1074498567336,,,,44.803921568627445,137.3048,0.0,554.7586,0.0,0.0,5.3772,0.0,103.1814,0.0
1,2020-05-11 09:10:14,239.40406976744183,24.23636363636363,430.19480519480516,4678.5714285714275,21.249999999999986,62.499999999999886,46.35670731707317,68.6524,0.0,550.376,17.1205,0.0,2.9731,0.0,54.739599999999996,0.0
2,2020-05-11 09:10:19,224.23214285714278,22.562499999999986,343.2203389830495,2318.548387096774,74.99999999999999,73.21428571428574,38.86538461538458,89.70639999999999,0.0,517.3358,11.413666666666666,0.0,3.578066666666667,0.0,68.36866666666667,0.0
3,2020-05-11 09:10:24,206.46103896103895,19.85955056179775,259.765624999999,2263.0,79.50000000000001,74.28571428571426,23.231343283582095,67.2798,0.0,518.9735056688662,8.990413967206559,0.0,2.6835500000000003,0.0,85.80354459108179,0.0
4,2020-05-11 09:10:29,227.43478260869566,18.18406593406592,241.08280254777083,993.7499999999999,4.952127659574468,7.54166666666666,35.353773584905646,81.72954114022805,0.0,505.82329343287256,7.192331173765247,0.0,3.807012034406881,0.0,76.70652841141313,0.0
5,2020-05-11 09:10:34,148.57142857142856,21.557377049180328,215.25885558583096,821.4285714285711,32.500000000000064,14.249999999999957,21.598684210526333,68.10795095019004,0.0,511.5653686692321,6.3843644937679125,0.0,3.172510028672401,0.0,91.38858038150322,0.0
6,2020-05-11 09:10:39,84.5408163265306,21.26327433628319,217.64705882352968,317.8571428571424,4.9399999999999995,42.91666666666664,19.796052631578945,78.71165321064213,0.0,505.44945182936436,5.472312423229639,0.0,4.186387728974366,0.0,84.97574028985248,0.0
7,2020-05-11 09:10:44,71.02941176470584,18.927419354838708,230.82311733800344,790.9090909090904,27.499999999999947,74.16666666666669,23.363138686131382,68.87269655931186,0.0,509.1783453506938,5.084398370325935,0.0,3.6630892628525706,0.0,96.12182275362092,0.0
8,2020-05-11 09:10:49,37.062499999999964,19.25961538461537,191.46341463414652,321.42857142857105,47.749999999999964,44.37499999999992,19.23275862068967,77.73858214901351,0.0,510.88391745629895,4.519465218067498,0.0,4.396695665938049,0.0,90.57046112392779,0.0
9,2020-05-11 09:10:54,38.64583333333332,24.940789473684223,204.09836065573768,289.99999999999966,4.88013698630137,27.083333333333268,18.533536585365855,69.96472393411216,0.0,511.0744414938257,4.284062004922481,0.0,3.957026099344244,0.0,98.1255574400207,0.0
