,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,orders_orders-db,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:10:09,232.22375690607734,,20.224358974358978,,,,79.89583333333333,,137.132,0.0,548.0056,0.0,0.0,5.3732,0.0,0.0,103.1814,0.0
1,2020-05-11 09:10:14,243.12499999999997,153.57142857142824,32.49999999999996,4671.428571428571,23.2142857142857,71.87499999999997,73.22580645161293,72.99999999999999,68.566,0.0,526.611,17.1205,0.0,2.6866,0.2845,0.0,54.739599999999996,0.0
2,2020-05-11 09:10:19,234.72627737226276,96.3157894736842,32.7702702702702,2323.387096774193,75.93749999999996,77.85714285714283,48.7,24.342105263157894,89.70639999999999,0.0,516.9362666666667,11.413666666666666,0.0,3.387066666666667,0.18966666666666665,0.0,68.36866666666667,0.0
3,2020-05-11 09:10:24,231.51162790697674,135.99999999999986,31.593137254901904,2242.0,78.74999999999996,66.42857142857139,45.05208333333333,22.358695652173914,67.2798,0.0,510.89236196760646,8.98141576684663,0.0,2.5403000000000002,0.14225,0.0,85.80354459108179,0.0
4,2020-05-11 09:10:29,226.4948453608247,93.21428571428572,24.64364640883977,993.7499999999999,13.750000000000133,13.749999999999934,45.70754716981134,24.852272727272723,81.74426408481696,0.0,499.2591986358975,7.185132613477305,0.0,3.692412034406881,0.11379999999999998,0.0,76.69188548282742,0.0
5,2020-05-11 09:10:34,164.36046511627904,77.74999999999999,24.476829268292672,821.4285714285711,27.4999999999999,20.928571428571406,25.624999999999993,25.468749999999897,68.1202200706808,0.0,505.3876312034466,6.3843644937679125,0.0,3.077010028672401,0.09483333333333333,0.0,91.33675253276344,0.0
6,2020-05-11 09:10:39,96.70212765957444,46.785714285714285,34.42567567567564,363.8888888888886,27.91666666666661,47.291666666666636,35.7236842105263,21.745762711864398,78.71165321064213,0.0,502.3055071104557,5.472312423229639,0.0,4.104530586117224,0.08128571428571428,0.0,84.94177565420817,0.0
7,2020-05-11 09:10:44,78.61111111111111,14.499999999999957,23.890625000000014,784.0909090909091,26.999999999999957,75.27777777777777,36.5131578947368,24.20454545454545,68.87269655931186,0.0,502.91696872164874,5.075398370325934,0.0,3.5914642628525706,0.071125,0.0,96.09487869743215,0.0
8,2020-05-11 09:10:49,43.93750000000001,9.999999999999996,23.7780487804878,355.5555555555556,30.312499999999932,58.333333333333286,23.809160305343504,18.601562499999986,77.72789539747492,0.0,505.1747224914067,4.511465218067497,0.0,4.333028999271382,0.06322222222222222,0.0,90.54651085175999,0.0
9,2020-05-11 09:10:54,45.5232558139535,44.999999999999986,47.128378378378315,314.5833333333337,23.0,31.250000000000075,24.448000000000004,18.95161290322581,69.95510585772743,0.0,510.7890165955367,4.2840634452105375,0.0,3.8997260993442437,0.05689999999999999,0.0,98.10910321527373,0.0
