,timestamp,carts,catalogue,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:10:09,232.22375690607734,20.224358974358978,,,,79.89583333333333,137.132,0.0,548.0056,0.0,0.0,5.3732,0.0,103.1814,0.0
1,2020-05-11 09:10:14,239.54285714285717,32.49999999999996,4671.428571428571,23.2142857142857,71.87499999999997,73.12499999999997,68.566,0.0,526.611,17.1205,0.0,2.9711,0.0,54.739599999999996,0.0
2,2020-05-11 09:10:19,230.33928571428572,32.7702702702702,2323.387096774193,75.93749999999996,77.85714285714283,45.1764705882353,89.70639999999999,0.0,516.9362666666667,11.413666666666666,0.0,3.5767333333333333,0.0,68.36866666666667,0.0
3,2020-05-11 09:10:24,227.94776119402982,31.593137254901904,2242.0,78.74999999999996,66.42857142857139,41.549999999999955,67.2798,0.0,510.89236196760646,8.98141576684663,0.0,2.68255,0.0,85.80354459108179,0.0
4,2020-05-11 09:10:29,219.62121212121207,24.64364640883977,993.7499999999999,13.750000000000133,13.749999999999934,41.13805970149255,81.74426408481696,0.0,499.2591986358975,7.185132613477305,0.0,3.8062120344068817,0.0,76.69188548282742,0.0
5,2020-05-11 09:10:34,148.83720930232553,24.476829268292672,821.4285714285711,27.4999999999999,20.928571428571406,25.590277777777747,68.1202200706808,0.0,505.3876312034466,6.3843644937679125,0.0,3.1718433620057347,0.0,91.33675253276344,0.0
6,2020-05-11 09:10:39,94.32989690721647,34.42567567567564,363.8888888888886,27.91666666666661,47.291666666666636,24.642307692307693,78.71165321064213,0.0,502.3055071104557,5.472312423229639,0.0,4.185816300402938,0.0,84.94177565420817,0.0
7,2020-05-11 09:10:44,71.3392857142857,23.890625000000014,784.0909090909091,26.999999999999957,75.27777777777777,32.29166666666663,68.87269655931186,0.0,502.91696872164874,5.075398370325934,0.0,3.662589262852571,0.0,96.09487869743215,0.0
8,2020-05-11 09:10:49,42.440476190476176,23.7780487804878,355.5555555555556,30.312499999999932,58.333333333333286,22.78680981595091,77.72789539747492,0.0,505.1747224914067,4.511465218067497,0.0,4.396251221493604,0.0,90.54651085175999,0.0
9,2020-05-11 09:10:54,45.47872340425529,47.128378378378315,314.5833333333337,23.0,31.250000000000075,23.355769230769237,69.95510585772743,0.0,510.7890165955367,4.2840634452105375,0.0,3.956626099344244,0.0,98.10910321527373,0.0
