,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user_user-db-77bcd55dc4,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:36:42,229.23076923076925,46.40624999999999,22.15606936416185,406.94444444444446,4.640625,24.099999999999998,60.108695652173985,22.720000000000006,0.041,0.0,537.8126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.4296,0.0,0.0
1,2020-05-11 09:36:47,221.34482758620695,177.64705882352936,23.595121951219525,879.7297297297297,4.875000000000001,15.571428571428598,47.232142857142875,34.71590909090908,207.6296,0.0,509.3469,0.0,1.1365,0.0,4.9742,0.0,0.0,0.0,166.1412,0.0,0.0
2,2020-05-11 09:36:52,146.79104477611946,61.874999999999986,22.916666666666668,722.2222222222223,10.749999999999988,32.88461538461539,37.67857142857143,23.053719008264466,138.4334,0.0,501.09813333333335,0.0,0.7576666666666667,0.0,3.316133333333333,0.0,0.0,0.0,212.96966666666665,0.0,0.0
3,2020-05-11 09:36:57,97.56756756756758,22.375000000000004,39.4718309859155,414.2857142857144,4.591836734693877,21.999999999999844,39.31318681318682,23.443925233644865,210.9537,0.0,502.17215,0.0,1.1665,0.0,4.6151,0.0,0.0,0.0,160.63635,0.0,0.0
4,2020-05-11 09:37:02,91.31818181818184,43.863636363636374,19.045000000000012,162.30769230769238,4.5,9.500000000000004,26.519607843137234,22.110526315789475,168.77116,0.0,491.22132,0.0,0.9332,0.0,3.69208,0.0,0.0,0.0,190.08936,0.0,0.0
5,2020-05-11 09:37:07,89.63414634146342,95.41666666666667,19.392156862745093,272.50000000000017,4.685567010309279,9.375000000000009,24.701612903225808,20.53846153846154,210.41683547871276,0.0,503.2991978079819,0.0,1.1762608434939037,0.0,4.778112505829836,0.0,0.0,0.0,158.40779999999998,0.0,0.0
6,2020-05-11 09:37:12,82.08333333333334,65.7692307692308,24.41776315789474,174.06250000000003,4.592783505154639,6.250000000000008,23.707831325301207,20.040000000000003,180.36314703983416,0.0,509.5018962975408,0.0,1.0082235801376318,0.0,4.095525004997002,0.0,0.0,0.0,186.7469589664437,0.0,0.0
7,2020-05-11 09:37:17,59.000000000000036,22.999999999999993,24.80405405405406,215.62499999999997,4.73936170212766,4.95,23.93518518518519,20.380000000000003,207.81083004457795,0.0,503.2853150291944,0.0,1.1707629191631193,0.0,4.906669762295792,0.0,0.0,0.0,163.40358909563824,0.0,0.0
8,2020-05-11 09:37:22,187.39130434782615,85.00000000000001,21.58078602620088,215.11627906976747,10.74999999999998,8.599999999999996,36.96969696969697,22.574074074074076,184.72529519590958,0.0,505.76712987700216,0.0,1.0406781503672171,0.0,4.361484233151815,0.0,0.0,0.0,183.3732183184385,0.0,0.0
9,2020-05-11 09:37:27,46.52173913043478,20.178571428571438,17.542452830188694,246.7857142857143,24.00000000000002,4.987951807228915,23.686635944700463,22.451612903225808,207.5046456763186,0.0,500.26553688930187,0.0,1.1555103353304954,0.0,4.957415809836633,0.00016,0.0,0.0,165.03589648659462,0.0,0.0
