,timestamp,front-end_carts,orders_carts,front-end_catalogue,unknown_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,orders-d99bfcf55_orders-db-57754d868b,queue-master_rabbitmq,rabbitmq_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user_user-db-77bcd55dc4,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:36:11,9374.316939890712,,7.162280701754385,201.31578947368345,,,,19.55263157894737,23.613636363636367,0.04101640656262505,0.0,483.8277310924369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.80392156862744,0.0,0.0
1,2020-05-11 09:36:16,2177.6397515527947,9096.774193548388,9.522988505747131,328.65168539326,9500.0,4.621621621621622,2350.0,35.60606060606062,18.624999999999996,124.67891811139157,0.0,498.86222751185966,0.0,0.020475429484618456,0.0,0.0,0.0,0.0,0.0,0.0,55.385280800294545,0.0,0.0
2,2020-05-11 09:36:21,1476.7857142857142,2000.0,12.399999999999999,302.75229357798224,8684.21052631579,4.500000000000001,65.55555555555556,43.46153846153847,23.17000000000001,83.13295908794139,0.0,522.8186621850836,0.0,0.013650286323078971,0.0,0.0,0.0,0.0,0.0,0.0,90.00460161461079,0.0,0.0
3,2020-05-11 09:36:26,410.9848484848484,234.61538461538458,18.109375000000018,290.2010050251249,2340.0,4.591836734693876,9.814814814814815,27.187499999999975,24.400000000000002,149.80801097428773,0.0,498.78047993547204,0.0,3.6536163904774566,0.0,1.4100820164032808,0.0,0.06806361272254452,0.0,0.0,67.50345121095809,0.0,0.0
4,2020-05-11 09:36:31,221.72413793103445,185.26315789473688,15.297872340425528,229.82456140350882,1524.9999999999995,53.750000000000036,59.54545454545454,41.136363636363626,24.736263736263737,119.8546087794302,0.0,504.2794639483776,0.0,2.9228931123819653,0.0,1.1280656131226245,0.0008,0.054450890178035616,0.0,0.0,107.69944096876648,0.0,0.0
5,2020-05-11 09:36:36,241.71052631578945,131.5,15.215909090909104,216.8478260869566,820.5882352941176,4.704545454545456,52.50000000000002,30.437500000000032,19.895161290322594,154.0578739828585,0.0,510.5456532903147,0.0,2.714577593651638,0.0,2.6867880109355204,0.0006666666666666666,0.04537574181502968,0.0,0.0,89.85076747397206,0.0,0.0
6,2020-05-11 09:36:41,229.5864661654135,91.25000000000003,14.829670329670337,206.91489361702125,492.3913043478262,4.5473684210526315,9.833333333333336,41.10294117647061,22.73333333333335,132.05546341387873,0.0,500.0731599631269,0.0,2.326780794558547,0.0,2.302961152230446,0.0005714285714285715,0.038893492984311155,0.0,0.0,122.9498578348332,0.0,0.0
7,2020-05-11 09:36:46,214.76510067114103,123.33333333333341,17.875000000000018,200.00000000000006,868.421052631579,4.685567010309279,7.6666666666666705,42.97297297297297,30.156250000000004,167.45848048714387,0.0,503.52006496773606,0.0,2.3200581952387282,0.0,3.25864100820164,0.0005,0.03403180636127226,0.0,0.0,108.24705060547905,0.0,0.0
8,2020-05-11 09:36:51,140.0000000000001,68.12499999999997,16.38811188811188,190.06211180124205,702.9411764705882,9.750000000000005,29.250000000000043,24.466442953020135,22.367021276595747,148.85653821079455,0.0,501.95214663798765,0.0,2.062273951323314,0.0,2.8965697850681247,0.00044444444444444447,0.03025049454335312,0.0,0.0,130.89046720487028,0.0,0.0
9,2020-05-11 09:36:56,77.95918367346943,21.65384615384615,23.87769784172663,186.94267515923562,408.3333333333333,4.5523255813953485,6.899999999999995,23.944827586206905,22.091836734693878,176.9781643897151,0.0,502.61609197418886,0.0,2.0953465561909828,0.0,3.4581128065613123,0.0004,0.027225445089017808,0.0,0.0,117.80142048438324,0.0,0.0
10,2020-05-11 09:37:01,98.15789473684214,44.16666666666664,12.23469387755103,153.3957845433255,189.99999999999994,4.500000000000001,26.25000000000002,22.73255813953489,21.012658227848103,160.89296762701372,0.0,497.5980836128989,0.0,1.904860505628166,0.0,3.143738915055738,0.00036363636363636367,0.024750404626379827,0.0,0.0,135.4325095312575,0.0,0.0
11,2020-05-11 09:37:06,90.85858585858587,93.63636363636367,10.656249999999996,154.3650793650794,245.45454545454552,4.6607142857142865,6.333333333333323,21.913223140495873,20.06521739130436,182.4469266343102,0.0,503.56823131901973,0.0,1.9454192185727708,0.0,3.7324502583826784,0.0003333333333333333,0.02268787090751484,0.0,0.0,124.14646707031937,0.0,0.0
12,2020-05-11 09:37:11,80.35714285714288,66.6666666666667,15.978260869565206,148.51851851851865,174.21052631578942,4.591836734693878,4.658823529411766,19.11627906976744,18.61818181818182,182.4469266343102,0.0,505.1452621313447,0.0,1.9454192185727708,0.0,3.7324502583826784,0.0003333333333333333,0.02268787090751484,0.0,0.0,145.37749281395017,0.0,0.0
13,2020-05-11 09:37:16,59.82142857142859,23.846153846153832,17.606382978723417,166.2721893491125,216.87500000000003,4.693548387096774,4.640625,20.372340425531917,17.75609756097561,194.94352038387828,0.0,503.26587940155156,0.0,2.134384838020462,0.0,4.614507180331622,0.0003333333333333333,0.02268787090751484,0.0,0.0,144.6302728112867,0.0,0.0
14,2020-05-11 09:37:21,180.66666666666674,79.00000000000007,16.8031496062992,183.37292161520207,217.43902439024393,14.499999999999957,7.100000000000011,24.81632653061224,20.745901639344265,194.94351833100507,0.0,499.0340834399237,0.0,2.134384838020462,0.0,4.614507180331622,0.0003333333333333333,0.02268787090751484,0.0,0.0,159.95419021608643,0.0,0.0
15,2020-05-11 09:37:26,43.93750000000005,20.0,9.674479166666666,168.34975369458124,241.42857142857147,25.62499999999999,4.643617021276596,21.44897959183674,21.681818181818187,200.29593777822785,0.0,501.80770567437054,0.0,1.1033419461087464,0.0,5.004546508197195,0.0003333333333333333,0.00013333333333333253,0.0,0.0,159.95419021608643,0.0,0.0
16,2020-05-11 09:37:31,17.826086956521745,9.142857142857144,21.177142857142854,157.7922077922077,88.50000000000009,4.853932584269663,4.6421052631578945,18.295652173913048,14.200000000000005,200.29593777822785,0.0,502.81290567437054,0.0,1.1033419461087464,0.0,5.004546508197195,0.0003333333333333333,0.00013333333333333253,0.0,0.0,163.9483068827531,0.0,0.0
17,2020-05-11 09:37:36,95.11627906976736,62.500000000000085,14.088709677419347,197.70867430441902,98.75,4.702247191011237,20.499999999999982,20.59375,15.70000000000001,208.80224195738205,0.0,497.61559660011153,0.0,1.153152718669519,0.0,5.0036740140247,0.0003333333333333333,0.00013333333333333253,0.0,0.0,163.89769021608643,0.0,0.0
18,2020-05-11 09:37:41,45.83333333333332,32.083333333333336,21.56418918918919,221.28571428571428,150.76923076923086,4.711764705882353,29.77272727272729,20.523809523809526,18.866666666666678,208.80224537746878,0.0,503.4950625827609,0.0,1.153152718669519,0.0,5.0036740140247,0.0003333333333333333,0.00013333333333333253,0.0,0.0,165.01623746333368,0.0,0.0
19,2020-05-11 09:37:46,84.00000000000004,21.750000000000007,14.079439252336464,173.27044025157235,132.50000000000017,4.813953488372093,4.64835164835165,23.709016393442628,18.531250000000007,207.84867871080212,0.0,498.8521292494276,0.0,1.164152718669519,0.0,5.0169740140247,0.0003333333333333333,0.00013333333333333253,0.0,0.0,164.5722874633337,0.0,0.0
20,2020-05-11 09:37:51,19.652777777777775,8.863636363636363,19.279661016949152,180.8365758754862,90.4,4.6875,8.66666666666667,31.666666666666703,19.65625,207.84867871080212,0.0,497.99077924942753,0.0,1.164152718669519,0.0,5.0169740140247,0.0003333333333333333,0.00013333333333333253,0.0,0.0,166.80320413000035,0.0,0.0
21,2020-05-11 09:37:56,21.435064935064926,9.782608695652174,9.742514970059881,158.66510538641685,141.78571428571433,4.685567010309279,17.5,22.656250000000004,19.791666666666664,208.5014787108021,0.0,492.4213792494275,0.0,1.147152718669519,0.0,5.176574014024701,0.0003333333333333333,0.00013333333333333253,0.0,0.0,166.80320413000035,0.0,0.0
22,2020-05-11 09:38:01,9.804945054945057,8.55,9.638020833333337,121.18155619596571,144.99999999999997,14.500000000000055,4.668749999999999,21.292000000000005,19.795454545454547,208.5014752975487,0.0,504.22485760440594,0.0,1.147152718669519,0.0,5.176574014024701,0.0003333333333333333,0.00013333333333333253,0.0,0.0,168.11910960785582,0.0,0.0
23,2020-05-11 09:38:06,16.74999999999998,14.499999999999993,12.764044943820215,178.23408624229998,79.61538461538458,4.923529411764706,4.923529411764706,19.966666666666672,17.466666666666665,208.53838454711504,0.0,501.43261846296946,0.0,1.1514351605467998,0.0,5.133397104584563,0.0003333333333333333,0.00013333333333333253,0.0,0.0,168.11910960785582,0.0,0.0
24,2020-05-11 09:38:11,17.452631578947372,8.76666666666667,20.669491525423744,170.95323741007203,88.63636363636363,4.6875,4.787234042553192,21.883233532934135,15.969999999999995,208.53838386337154,0.0,497.3406208617685,0.0,1.1514351605467998,0.0,5.133397104584563,0.0003333333333333333,0.00013333333333333253,0.0,0.0,164.85999818172908,0.0,0.0
25,2020-05-11 09:38:16,21.194736842105268,9.775,12.337209302325586,121.36627906976712,134.6153846153847,5.0,5.0,18.871428571428574,16.300000000000004,211.15940512911837,0.0,500.4701765972881,0.0,1.1584736361850057,0.0,5.080373515968952,0.0003333333333333333,0.00013333333333333253,0.0,0.0,164.85999818172908,0.0,0.0
26,2020-05-11 09:38:21,10.85294117647061,6.500000000000007,13.262886597938152,139.66942148760336,177.14285714285728,4.731958762886599,4.6855670103092795,20.010526315789477,23.084615384615383,211.15940307870815,0.0,499.5879888691675,0.0,1.1584736361850057,0.0,5.080373515968952,0.0003333333333333333,0.00013333333333333253,0.0,0.0,166.40116676873996,0.0,0.0
27,2020-05-11 09:38:26,22.04945054945055,16.0,21.333333333333318,156.326530612245,106.00000000000001,4.645161290322581,4.821428571428571,20.65845070422535,21.93835616438356,213.07378699215755,0.0,502.19315905987224,0.0,1.1685123272565532,0.0,5.062808683002358,0.0003333333333333333,0.0001333600053343994,0.0,0.0,166.40116676873996,0.0,0.0
28,2020-05-11 09:38:31,17.01785714285713,9.314814814814813,14.939024390243915,112.80487804878032,95.50000000000003,4.714285714285715,30.312500000000014,20.634831460674153,21.043478260869573,213.07378630896085,0.0,494.40549429615834,0.0,1.1685123272565532,0.0,5.062808683002358,0.0003332666799973338,0.0001333600053343994,0.0,0.0,167.30477916626043,0.0,0.0
29,2020-05-11 09:38:36,20.80357142857143,10.600000000000001,9.700000000000005,132.72727272727258,97.33333333333333,4.623853211009174,30.416666666666686,23.46153846153846,19.77710843373494,213.48234967331533,0.0,501.0342542705974,0.0,1.1827422461674082,0.0,5.050553224917734,0.0003332666799973338,0.0001333600053343994,0.0,0.0,167.30477916626043,0.0,0.0
30,2020-05-11 09:38:41,15.719999999999997,9.73529411764706,18.02631578947369,177.85843920145194,95.55555555555559,4.658823529411766,25.0,22.20454545454546,19.576923076923084,213.4823462532286,0.0,503.12252162128135,0.0,1.1827422461674082,0.0,5.050553224917734,0.0003332666799973338,0.0001333600053343994,0.0,0.0,168.5585152523465,0.0,0.0
31,2020-05-11 09:38:46,30.500000000000025,7.678571428571431,275.37313432835833,222.66811279826464,212.49999999999997,9.999999999999972,21.249999999999993,23.00578034682081,21.380434782608695,214.10704072097374,0.0,500.83265189889266,0.0,1.1834606570588269,0.0,5.044948471572417,0.0003332666799973338,0.0001333600053343994,0.0,0.0,168.5585152523465,0.0,0.0
32,2020-05-11 09:38:51,14.842857142857149,8.105263157894736,384.2592592592593,243.16888045540784,218.0851063829787,49.99999999999997,74.99999999999997,19.86170212765958,18.666666666666664,214.10704551101313,0.0,493.70725147496586,0.0,1.1834606570588269,0.0,5.044948471572417,0.0003332666799973338,0.0001333600053343994,0.0,0.0,168.11482177481125,0.0,0.0
