,timestamp,carts,catalogue,front-end,orders,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,catalogue-db-7c6c54f454,orders-db,orders-db-57754d868b,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:36:11,9937.431693989069,16.567857142857072,9205.645161290318,,,,43.033333333333324,0.04101640656262505,0.0,483.8277310924369,0.0,0.0,0.0,0.0,0.0,101.80392156862744,0.0
1,2020-05-11 09:36:16,9548.437499999998,24.419672131147543,2500.0000000001187,9950.0,81.00000000000004,2485.0,73.00000000000009,124.67891811139157,0.0,498.86222751185966,0.0,0.020475429484618456,0.0,0.0,0.0,55.385280800294545,0.0
2,2020-05-11 09:36:21,2408.732394366197,64.5833333333335,5675.675675675668,9868.421052631578,4.95,96.55555555555554,90.02173913043482,83.13295908794139,0.0,522.8186621850836,0.0,0.013650286323078971,0.0,0.0,0.0,90.00460161461079,0.0
3,2020-05-11 09:36:26,491.30434782608694,81.56818181818173,2024.3902439024416,3749.999999999989,50.0,87.49999999999994,76.50000000000004,149.80801097428773,0.0,498.78047993547204,0.0,3.6536163904774566,0.0,1.4781456291258253,0.0,67.50345121095809,0.0
4,2020-05-11 09:36:31,328.5714285714279,84.43999999999987,1654.5454545454484,2402.500000000001,95.37500000000001,95.95454545454544,87.0,119.8546087794302,0.0,504.2794639483776,0.0,2.9228931123819653,0.0,1.18331650330066,0.0,107.69944096876648,0.0
5,2020-05-11 09:36:36,463.98648648648634,63.79999999999981,808.8235294117676,1435.0000000000002,88.50000000000004,95.24999999999997,77.68750000000016,154.0578739828585,0.0,510.5456532903147,0.0,2.714577593651638,0.0,2.732830419417217,0.0,89.85076747397206,0.0
6,2020-05-11 09:36:41,452.91666666666686,41.65909090909109,494.8979591836733,945.0000000000001,5.199999999999979,47.031249999999986,93.63636363636358,132.05546341387873,0.0,500.0731599631269,0.0,2.326780794558547,0.0,2.3424260737861857,0.0,122.9498578348332,0.0
7,2020-05-11 09:36:46,398.9285714285714,44.48076923076927,742.4242424242365,986.8421052631579,43.68749999999995,51.00000000000032,92.65789473684221,167.45848048714387,0.0,503.52006496773606,0.0,2.3200581952387282,0.0,3.2931728145629124,0.0,108.24705060547905,0.0
8,2020-05-11 09:36:51,237.6194029850747,24.70524475524475,657.8947368420982,970.2941176470586,54.500000000000185,53.50000000000068,46.52678571428569,148.85653821079455,0.0,501.95214663798765,0.0,2.062273951323314,0.0,2.927264724055922,0.0,130.89046720487028,0.0
9,2020-05-11 09:36:56,212.1249999999998,192.05263157894797,461.76470588235264,490.83333333333326,5.649999999999997,77.2500000000001,69.21428571428604,176.9781643897151,0.0,502.61609197418886,0.0,2.0953465561909828,0.0,3.48573825165033,0.0,117.80142048438324,0.0
