,timestamp,front-end_carts,orders_carts,front-end_catalogue,unknown_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,rabbitmq_rabbitmq,shipping_rabbitmq,user_user-db
0,2019-09-17 15:11:03,8.459944751381215,3.1578947368421053,5.1,35.94507269789984,47.82608695652174,2.662337662337662,3.3203125,5.488888888888889,4.583333333333334,27.867773554710944,522.3004600920184,2.3044608921784357,10.11002200440088,0.0,0.0,0.0
1,2019-09-17 15:11:08,7.996083550913839,2.7956989247311834,5.022421524663679,36.55963302752293,45.31250000000001,3.218390804597701,2.759433962264151,4.553941908713693,4.767857142857143,65.37189917487596,513.7770046910802,1.1727263469090539,5.05501100220044,0.0,0.0,111.60847830433912
2,2019-09-17 15:11:13,8.00632911392405,3.0084745762711864,5.395408163265306,40.065681444991796,49.19354838709678,2.7419354838709675,2.7739726027397262,5.943983402489627,4.367816091954023,53.62519944991731,502.4576031273868,1.5298175646060361,6.8102740014669605,0.0,0.0,74.40565220289274
3,2019-09-17 15:11:18,8.742816091954023,2.921052631578947,5.677339901477833,38.33075734157651,40.42553191489362,2.5,3.415492957746479,7.118834080717489,4.871794871794872,66.03916364024855,499.5337404531616,1.1576152238646091,5.10770550110022,0.0,0.0,111.88400510536019
4,2019-09-17 15:11:23,8.507462686567164,2.8055555555555554,7.526595744680852,42.1594982078853,38.46153846153847,2.688679245283019,2.8797468354430378,6.361702127659575,4.431034482758621,58.72917091219883,507.9950323625293,1.4060921790916872,6.107764400880177,0.0,0.0,89.50720408428815
5,2019-09-17 15:11:28,8.113695090439277,3.4057971014492754,6.387665198237886,39.10455486542444,37.06140350877193,2.635135135135135,2.6699029126213594,5.226190476190476,3.5471204188481673,64.83146337007777,505.7046932357609,1.17857135361291,5.089803667400147,0.0,0.0,114.46233833562782
6,2019-09-17 15:11:33,8.14032697547684,2.8205128205128207,5.563063063063063,36.96466809421841,40.49999999999999,2.8735632183908044,2.9,5.544554455445544,3.8578680203045685,59.30853099569516,494.73146758650256,1.3396103996311504,5.830663237275156,0.0,0.0,98.11057571625243
7,2019-09-17 15:11:38,9.106425702811245,3.9830508474576267,6.78909952606635,44.56289978678039,47.972972972972975,2.812500000000001,3.3116883116883113,5.634328358208956,4.2485549132947975,63.42031462123326,493.55685913818974,1.1772840996772567,5.101830332615762,0.0005,0.0,111.72095375172087
8,2019-09-17 15:11:43,8.413597733711049,3.493150684931507,5.833333333333334,42.41767764298095,62.037037037037045,3.5714285714285716,3.6538461538461537,6.939461883408072,4.921874999999999,61.386857441096225,495.7105192339464,1.2998080886020058,5.640338073436233,0.00044444444444444447,0.0,99.3075144459741
9,2019-09-17 15:11:48,9.486940298507463,2.8571428571428577,5.742009132420091,37.870065789473685,45.42682926829268,2.560240963855422,6.25,7.610294117647059,4.935897435897436,64.99954142304139,496.32455029395504,1.1739264599057724,5.07630426609261,0.0004,0.0,111.53575120373623
10,2019-09-17 15:11:53,8.838652482269504,3.8775510204081636,6.061827956989246,47.965641952983724,44.166666666666664,2.7922077922077926,3.266129032258064,6.4914772727272725,4.434306569343065,61.369254632097224,489.1634356801493,1.2853440631853206,5.519041216252957,0.00036363636363636367,0.00014542546036247297,101.39613745794203
11,2019-09-17 15:11:58,8.873456790123456,3.5526315789473686,7.283163265306121,48.010204081632644,59.78260869565218,2.551020408163265,4.305555555555555,6.427238805970149,4.766483516483516,66.41814934594242,488.5319924754239,1.1816494080565711,5.059121114898544,0.0003333333333333333,0.00013330667199893355,110.49570251841658
12,2019-09-17 15:12:03,9.642857142857144,3.821428571428572,6.861702127659575,41.29570747217806,69.04761904761905,2.6595744680851063,3.52112676056338,6.207317073170732,4.8675496688741715,64.78328904054801,490.33820371767234,1.1826496080965792,5.081292215785387,0.0003333333333333333,0.00013330667199893355,110.49570251841658
13,2019-09-17 15:12:08,9.280701754385966,3.310810810810811,5.87719298245614,34.307553956834525,44.19642857142858,3.012048192771084,3.7307692307692304,6.285714285714286,4.75378787878788,66.80295364096126,492.0439412768272,1.1826502912932733,5.081292215785387,0.0003333333333333333,0.00013330667199893355,111.2169394676934
14,2019-09-17 15:12:13,8.64889705882353,4.0,4.832134292565948,39.00602409638555,66.30434782608695,3.1875000000000004,3.786764705882353,6.631355932203389,4.339080459770115,64.52487714489301,486.73958572571433,1.175578320081758,5.0454958410019675,0.0003333333333333333,0.00013330667199893355,111.2169394676934
15,2019-09-17 15:12:18,8.492753623188406,3.0294117647058822,5.021739130434782,37.562189054726375,50.0,2.7743902439024395,4.339622641509434,5.825688073394496,4.2251461988304095,65.43592958347197,493.03591696074886,1.1755790038252827,5.0454958410019675,0.0003333333333333333,0.00013330667199893355,110.39806723653113
16,2019-09-17 15:12:23,8.429577464788732,2.9069767441860472,6.303418803418804,41.77852348993289,46.47435897435898,2.5249999999999995,4.416666666666666,5.840000000000001,3.9893617021276593,64.11877264041503,489.42688930507126,1.1733812016274805,5.075656680162806,0.0003333333333333333,0.00013330667199893355,110.39806723653113
17,2019-09-17 15:12:28,8.7987012987013,3.012048192771084,5.573529411764705,42.71685761047462,48.026315789473685,2.766666666666667,3.405172413793103,5.62807881773399,4.135220125786163,65.8438324724293,491.3034538192257,1.1733873528626486,5.075656680162806,0.0003333333333333333,0.00013330667199893355,108.68060213953966
18,2019-09-17 15:12:33,8.420679886685551,3.389830508474576,5.143229166666669,33.42644320297951,45.1923076923077,2.8350515463917523,4.291666666666667,5.8173076923076925,4.209039548022599,65.1208878899207,491.73152671203275,1.1781548613916628,5.096787312510881,0.0003333333333333333,0.00013330667199893355,108.68060213953966
19,2019-09-17 15:12:38,8.200000000000001,3.164556962025317,4.935597189695551,36.86683006535947,36.80555555555556,2.9605263157894735,2.5526315789473686,5.104712041884817,4.238505747126437,67.05815288925375,496.2843256516085,1.178156228605215,5.096787312510881,0.0003334667200213419,0.00013330667199893355,109.8046515459689
20,2019-09-17 15:12:43,8.199208443271768,2.941176470588235,4.867088607594938,32.40968801313628,40.87837837837838,2.7551020408163263,2.6804123711340213,5.3604651162790695,4.323529411764706,64.55971955592042,499.88034231827515,1.178156228605215,5.092353979177547,0.0003334667200213419,0.00013330667199893355,109.8046515459689
21,2019-09-17 15:12:48,8.185595567867036,3.0625,4.6875,38.87540453074434,44.85294117647059,3.1071428571428568,2.698863636363636,6.116751269035533,4.089595375722543,65.40384478420809,496.9591398321058,1.178156911801909,5.092353979177547,0.0003334667200213419,0.00013330667199893355,109.94062804400262
22,2019-09-17 15:12:53,15.233812949640287,3.1875,8.887096774193546,64.2226148409894,40.9375,2.625,3.125,7.934131736526946,4.621710526315789,64.99557922398681,495.5207157035981,1.1711969038035086,5.132419752689512,0.0003334667200213419,0.00013333333333333334,109.98177804400262
23,2019-09-17 15:12:58,9.479553903345726,3.2051282051282053,6.73728813559322,40.47379032258066,43.08510638297873,2.835820895522388,2.711267605633803,6.86046511627907,4.476744186046512,64.79209662413349,495.05677260164435,1.1711962203334814,5.132419752689512,0.0003334667200213419,0.00013333333333333334,109.8276348620329
24,2019-09-17 15:13:03,9.067622950819672,3.015873015873016,4.936868686868687,38.864306784660776,42.857142857142854,2.976190476190476,2.9360465116279073,6.828358208955224,4.078125,64.73314246663533,493.5191730183944,1.1721576126119368,5.118946818102595,0.0003334667200213419,0.00013333333333333334,110.88960152869957
