,timestamp,carts,carts-5fd657685b,catalogue,catalogue-6786c4d99b,front-end,front-end-858c94d57b,orders,orders-d99bfcf55,payment,shipping,user,carts-db,carts-db-cfd5cfc74,catalogue-db,catalogue-db-7c6c54f454,orders-db,rabbitmq,rabbitmq-7d49f9f995,user-db,user-db-77bcd55dc4
0,2020-05-11 09:24:01,186.19565217391292,,21.939814814814813,,242.5619834710744,,961.1842105263158,,71.66666666666666,79.5833333333333,43.9365671641791,122.98400319936012,0.0,474.253149370126,0.0,2.356528694261147,0.0,0.0,0.0,0.0
1,2020-05-11 09:24:06,184.6634615384614,,16.132352941176453,,240.3883495145632,,807.692307692308,,64.64285714285705,24.54999999999999,31.2765957446808,61.49200159968006,0.0,491.30054427289815,0.0,1.1782643471305736,4.337535014005602,0.0,156.89285714285714,0.0
2,2020-05-11 09:24:11,95.98837209302312,,19.160194174757272,,215.98837209302297,,719.4444444444439,,38.74999999999996,50.4999999999999,40.13157894736843,80.63908108510884,0.0,500.5997898590592,0.0,1.4747626795515039,2.891690009337068,0.0,104.59523809523809,0.0
3,2020-05-11 09:24:16,64.03225806451609,,12.479591836734688,,215.38461538461559,,235.00000000000003,,47.708333333333336,43.75000000000001,38.45744680851061,60.47931081383163,0.0,497.42877975671183,0.0,1.1060720096636278,4.737208571641585,0.0,160.82175376654564,0.0
4,2020-05-11 09:24:21,21.276470588235288,,15.078947368421062,,187.2448979591836,,462.4999999999999,,36.78571428571425,4.8831775700934585,36.86170212765956,74.03517761368774,0.0,509.3649306612559,0.0,1.3511778156061771,3.7897668573132677,0.0,128.65740301323652,0.0
5,2020-05-11 09:24:26,87.5,,21.902499999999996,,218.9555125725339,,234.1176470588235,,4.981707317073171,48.39285714285713,31.960227272727202,61.69598134473978,0.0,501.81588261528515,0.0,1.1259815130051476,4.888177070574745,0.0,164.8888070937801,0.0
6,2020-05-11 09:24:31,144.10714285714263,,69.41176470588209,,238.77388535031838,,176.66666666666646,,45.178571428571374,14.49999999999992,23.622093023255804,70.16721258120552,0.0,497.40969938453014,0.0,1.296698439718698,4.189866060492639,0.0,141.33326322324007,0.0
7,2020-05-11 09:24:36,88.75,,17.525862068965505,,196.51810584958224,,246.07142857142853,,44.46428571428571,42.187499999999986,24.286684782608685,61.39631100855483,0.0,504.0729119614639,0.0,1.1346111347538608,4.916332802931059,0.0,164.08435532033508,0.0
8,2020-05-11 09:24:41,78.18965517241367,,16.67708333333333,,216.81715575620763,,209.68750000000003,,40.83333333333334,8.333333333333325,24.081460674157302,68.1040320076043,0.0,505.466477299079,0.0,1.279765453114543,4.370695824827608,0.0,145.8527602847423,0.0
9,2020-05-11 09:24:46,50.10869565217397,,9.904371584699451,,189.5714285714285,,369.99999999999966,,49.44444444444441,41.24999999999996,23.407975460122696,61.29362880684387,0.0,503.7580895691711,0.0,1.1517889078030887,4.907186242344848,0.0,165.53032425626807,0.0
10,2020-05-11 09:24:51,71.2264150943396,,21.058510638297868,,213.6258660508082,,204.53124999999994,,34.99999999999999,29.583333333333293,22.310185185185183,67.17482642799189,0.0,503.09261891902065,0.0,1.254766560855692,4.46107840213168,0.0,150.4821129602437,0.0
11,2020-05-11 09:24:56,17.83196721311476,,17.102941176470598,,189.06249999999991,,185.62499999999994,,31.249999999999986,40.46875,22.732057416267942,61.57692422565923,0.0,506.00823134350185,0.0,1.1502026807843844,4.975634010430649,0.0,165.6053881663756,0.0
12,2020-05-11 09:25:01,22.44210526315788,,14.771551724137929,,237.74691358024697,,175.0,,5.0,42.857142857142854,27.500000000000043,61.56748416183422,0.0,506.8212026695888,0.0,1.1413544737731283,4.975634010430649,0.0,165.6053881663756,0.0
13,2020-05-11 09:25:06,59.72972972972971,,98.31249999999994,,346.07623318385663,,100.0,,4.947916666666667,4.750000000000001,25.10714285714286,61.56748416183422,0.0,502.53665773828294,0.0,1.1413544737731283,5.077311508096382,0.0,167.3664619758994,0.0
14,2020-05-11 09:25:11,17.892045454545432,,39.62499999999989,,222.92531120331938,,185.62499999999983,,36.6666666666667,10.375000000000052,23.264492753623188,61.88316879957521,0.0,498.7148953667916,0.0,1.1694177864220783,5.077311508096382,0.0,167.3664619758994,0.0
15,2020-05-11 09:25:16,18.1176470588235,,19.22340425531914,,209.09090909090904,,146.07142857142878,,43.124999999999886,15.249999999999956,23.874999999999986,61.88316879957521,0.0,504.7842787184804,0.0,1.1694177864220783,5.050363659718087,0.0,166.7638414084266,0.0
16,2020-05-11 09:25:21,11.101562499999966,,21.993243243243235,,212.27897838899798,,86.11111111111111,,4.889705882352942,4.803370786516853,22.304166666666667,61.5833650651492,0.0,493.2064841951944,0.0,1.1655343664740474,5.050363659718087,0.0,166.7638414084266,0.0
17,2020-05-11 09:25:26,33.38235294117646,,17.326923076923087,,210.39501039501042,,114.99999999999969,,17.499999999999865,14.800000000000004,22.946220930232553,61.5833650651492,0.0,500.5479973297418,0.0,1.1655343664740474,5.054277981644576,0.0,166.43858911705178,0.0
18,2020-05-11 09:25:31,16.631578947368457,,12.026595744680867,,192.027027027027,,201.47058823529403,,4.75,33.95833333333326,23.082432432432427,61.69339839848254,0.0,501.48614732974187,0.0,1.1625343664740473,5.054277981644576,0.0,166.43858911705178,0.0
