,timestamp,front-end_carts,orders_carts,front-end_carts-5fd657685b,front-end-858c94d57b_carts-5fd657685b,orders_carts-5fd657685b,orders-d99bfcf55_carts-5fd657685b,front-end_catalogue,front-end_catalogue-6786c4d99b,front-end-858c94d57b_catalogue-6786c4d99b,front-end_orders,front-end-858c94d57b_orders-d99bfcf55,orders_payment,orders-d99bfcf55_payment-76c559c64c,orders_shipping,orders-d99bfcf55_shipping,front-end_user,front-end-858c94d57b_user,orders_user,orders-d99bfcf55_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue_catalogue-db-7c6c54f454,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:23:33,615.8536585365857,83.33333333333339,,,,,16.549295774647888,,,9000.0,,4.500000000000001,,2276.470588235294,,38.51851851851853,,19.499999999999996,,88.5008,0.0,280.3242,0.0,0.0,0.041,0.0,0.0,0.0,0.0,49.5368,0.0
1,2020-05-11 09:23:38,236.03053435114512,124.00000000000003,,,,,18.702205882352942,,,833.3333333333335,,52.50000000000001,,13.000000000000009,,41.89236111111112,,31.315789473684212,,44.2504,0.0,366.2099,0.0,0.0,0.0205,2.1546,0.0,0.0,0.0,113.3034,0.0
2,2020-05-11 09:23:43,207.31617647058826,57.49999999999998,,,,,35.04807692307694,,,4576.271186440678,,28.000000000000025,,17.00000000000001,,34.444444444444436,,41.33720930232557,,67.41533333333332,0.0,417.15680000000003,0.0,0.0,7.051333333333333,1.4364,0.11126666666666667,0.0,0.0,77.14153333333333,0.0
3,2020-05-11 09:23:48,119.6153846153848,70.83333333333334,,,,,38.65740740740745,,,2277.2727272727275,,4.7368421052631575,,81.25,,43.32865168539327,,37.50000000000001,,50.561499999999995,0.0,413.34040000000005,0.0,0.0,5.2885,2.6733000000000002,0.08345,0.0,0.0,126.0786,0.0
4,2020-05-11 09:23:53,167.41573033707868,56.11111111111113,,,,,22.537117903930127,,,855.0000000000005,,4.566176470588236,,9.275000000000002,,41.881443298969074,,36.250000000000014,,63.6684,0.0,443.54512000000005,0.0,0.0,4.5918,2.13864,0.06676,0.0,0.0,100.86287999999999,0.0
5,2020-05-11 09:23:58,97.91338582677167,75.45454545454547,,,,,19.099999999999998,,,1987.9310344827586,,4.66875,,10.24999999999999,,24.715189873417724,,23.924528301886788,,53.056999999999995,0.0,455.89627826434713,0.0,0.0,3.8265,3.5197191628341,0.05563333333333333,0.0,0.0,137.41509412784112,0.0
6,2020-05-11 09:24:03,149.4366197183099,20.59375,,,,,22.637500000000006,,,900.0000000000001,,43.333333333333314,,70.33333333333339,,43.56060606060607,,24.144531250000004,,63.030917873568136,0.0,456.5725919273288,0.0,0.0,3.6147901562544633,3.0169021395720854,0.04768571428571428,0.0,0.0,117.78436639529238,0.0
7,2020-05-11 09:24:08,130.0,72.8571428571428,,,,,19.601694915254235,,,630.7692307692311,,35.500000000000014,,16.000000000000018,,31.15000000000003,,24.32173913043478,,55.15205313937212,0.0,464.60931125373963,0.0,0.0,3.1629413867226552,3.724173125626975,0.041725,0.0,0.0,142.1920228767932,0.0
8,2020-05-11 09:24:13,80.5952380952381,22.214285714285694,,,,,21.664062500000004,,,498.148148148148,,7.8,,31.666666666666675,,43.59550561797754,,24.15346534653466,,62.24284928709952,0.0,472.9390604219618,0.0,0.0,3.0425870269435573,3.3103761116684223,0.037088888888888887,0.0,0.0,126.39290922381618,0.0
9,2020-05-11 09:24:18,47.65625000000003,18.625000000000018,,,,,19.603896103896105,,,300.00000000000006,,33.21428571428574,,34.72222222222223,,37.42307692307694,,24.785714285714285,,56.01856435838956,0.0,474.644113755391,0.0,0.0,2.738328324249202,4.006714926357093,0.03338,0.0,0.0,146.77777279413016,0.0
