,timestamp,front-end_carts,orders_carts,front-end_carts-5fd657685b,front-end-858c94d57b_carts-5fd657685b,orders_carts-5fd657685b,orders-d99bfcf55_carts-5fd657685b,front-end_catalogue,front-end_catalogue-6786c4d99b,front-end-858c94d57b_catalogue-6786c4d99b,front-end_orders,front-end-858c94d57b_orders-d99bfcf55,orders_payment,orders-d99bfcf55_payment-76c559c64c,orders_shipping,orders-d99bfcf55_shipping,front-end_user,front-end-858c94d57b_user,orders_user,orders-d99bfcf55_user,carts_carts-db,carts-5fd657685b_carts-db-cfd5cfc74,catalogue_catalogue-db,catalogue_catalogue-db-7c6c54f454,catalogue-6786c4d99b_catalogue-db-7c6c54f454,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,queue-master-56db5dfc67_rabbitmq-7d49f9f995,shipping-7d94dd67dd_rabbitmq-7d49f9f995,user_user-db,user-5f4b89b8cb_user-db-77bcd55dc4
0,2020-05-11 09:24:01,149.4366197183099,20.59375,,,,,22.637500000000006,,,900.0000000000001,,43.333333333333314,,70.33333333333339,,43.56060606060607,,24.144531250000004,,122.874425114977,0.0,460.63047390521893,0.0,0.0,2.3445310937812436,0.0,0.0,0.0,0.0,0.0,0.0
1,2020-05-11 09:24:06,130.0,72.8571428571428,,,,,19.601694915254235,,,630.7692307692311,,35.500000000000014,,16.000000000000018,,31.15000000000003,,24.32173913043478,,61.4372125574885,0.0,490.7484102219172,0.0,0.0,1.1722655468906218,4.337535014005602,0.0,0.0,0.0,156.52280912364947,0.0
2,2020-05-11 09:24:11,80.5952380952381,22.214285714285694,,,,,21.664062500000004,,,498.148148148148,,7.8,,31.666666666666675,,43.59550561797754,,24.15346534653466,,80.61454786129855,0.0,507.02462473719123,0.0,0.0,1.4747610808306721,2.891690009337068,0.0,0.0,0.0,104.34853941576631,0.0
3,2020-05-11 09:24:16,47.65625000000003,18.625000000000018,,,,,19.603896103896105,,,300.00000000000006,,33.21428571428574,,34.72222222222223,,37.42307692307694,,24.785714285714285,,60.46091089597391,0.0,502.76586699195684,0.0,0.0,1.1060708106230042,4.737208571641585,0.0,0.0,0.0,160.82179079356376,0.0
4,2020-05-11 09:24:21,23.3072625698324,9.21052631578947,,,,,18.55172413793104,,,363.33333333333326,,9.000000000000032,,6.692307692307693,,35.00000000000002,,26.562500000000007,,74.0105436278325,0.0,488.67345713544034,0.0,0.0,1.3511768563736781,3.7897668573132677,0.0,0.0,0.0,128.657432634851,0.0
5,2020-05-11 09:24:26,80.36144578313254,46.666666666666664,,,,,23.96987951807228,,,225.76923076923072,,4.736842105263158,,39.99999999999999,,43.25396825396827,,22.857142857142858,,61.67545302319375,0.0,503.8231381004928,0.0,0.0,1.1259807136447317,4.888177070574745,0.0,0.0,0.0,164.84086966785912,0.0
6,2020-05-11 09:24:31,109.60000000000002,45.3571428571429,,,,,40.11538461538464,,,201.61290322580643,,32.750000000000014,,4.913793103448277,,27.801724137931032,,21.934065934065938,,70.15133116273749,0.0,502.0436612289938,0.0,0.0,1.2966977545526273,4.189866060492639,0.0,0.0,0.0,141.29217400102212,0.0
7,2020-05-11 09:24:36,77.82051282051283,21.299999999999994,,,,,21.01000000000001,,,228.68421052631584,,35.892857142857146,,20.0,,24.55263157894737,,21.928571428571434,,61.38241476739531,0.0,502.20725357536963,0.0,0.0,1.134610535233549,4.922982802931059,0.0,0.0,0.0,164.08435225089434,0.0
8,2020-05-11 09:24:41,56.80555555555558,17.5,,,,,19.533505154639183,,,235.00000000000003,,32.187500000000014,,6.375000000000003,,23.0609756097561,,22.80597014925374,,68.0971909043514,0.0,504.72864762255074,0.0,0.0,1.279764920207599,4.375984713716496,0.00017777777777777779,0.0,0.0,145.85275755635053,0.0
9,2020-05-11 09:24:46,37.857142857142854,9.350000000000005,,,,,18.64444444444445,,,195.52631578947373,,38.181818181818194,,29.722222222222268,,23.389400921658982,,22.125,,61.28747181391625,0.0,499.8015228602957,0.0,0.0,1.1517884281868391,4.9066262423448475,0.00016,0.0,0.0,165.53032180071548,0.0
