,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2019-09-17 16:13:20,0.1470712198855786,0.07081132417044896,36398.77521955779,0.24098959848705134,2.2297970613907476,0.1624836679403292
1,2019-09-17 16:13:25,0.14869288612348763,0.09827320614393005,40230.29175923643,0.24264077528682443,2.219022164039346,0.16261925975183067
2,2019-09-17 16:13:30,0.14986364426120555,0.09780878409678216,35773.65052076937,0.24259531991490896,2.2336951580937834,0.16244028895082585
3,2019-09-17 16:13:35,0.15317779634375267,0.09780878409678216,36266.55451999291,0.24177272727272522,2.2327090909090908,0.162300800822902
4,2019-09-17 16:13:40,0.15317779634375267,0.09498959195376247,30427.340014884783,0.2432562620423871,2.25535318282619,0.1625989989064338
5,2019-09-17 16:13:45,0.12521391313956443,0.06393376294255057,27433.694398281164,0.24095016454246387,2.21430519445101,0.1624376914065443
6,2019-09-17 16:13:50,0.14608017217998875,0.09762231270985292,25211.05934977887,0.2404868825336799,2.252804392487683,0.16240002701446055
7,2019-09-17 16:13:55,0.14608017217998875,0.09656460069879334,25211.05934977887,0.24202640288031274,2.239644324835436,0.16247847285176598
8,2019-09-17 16:14:00,0.14798633807419914,0.09656460069879334,15911.453991524615,0.24604545454545432,2.2318545454545453,0.16284160954233873
9,2019-09-17 16:14:05,0.1516828989583365,0.10013789135704666,22638.33429171223,0.24288571688335153,2.261678334394036,0.16243249631798096
10,2019-09-17 16:14:10,0.1516828989583365,0.09955796317561459,22638.33429171223,0.24972727272727271,2.278890909090909,0.16252652742097617
11,2019-09-17 16:14:15,0.15110384737938945,0.10072951350535105,25837.142145376674,0.2480000000000021,2.285636363636363,0.16249613615288105
12,2019-09-17 16:14:20,0.15110384737938945,0.10072951350535105,25838.31504018349,0.2435543110658553,2.2696279864722353,0.16236392114894582
13,2019-09-17 16:14:25,0.15185809416107876,0.1015738292949692,30887.184023801634,0.24563636363636138,2.2718909090909087,0.16240989768273073
14,2019-09-17 16:14:30,0.15606376559889712,0.10092645240607875,37643.332844899385,0.2459090909090925,2.268,0.16238080518677644
15,2019-09-17 16:14:35,0.15606376559889712,0.10092645240607878,40871.701499561306,0.2456989051758627,2.2291310515403917,0.16234080300483922
16,2019-09-17 16:14:40,0.1573421746063419,0.10092645240607878,30870.551702508164,0.2539137075219545,2.255222822233132,0.16235119318196578
17,2019-09-17 16:14:45,0.1573421746063419,0.10055904681123258,32733.561699163423,0.24805447470816994,2.2158987599549076,0.16240522210302377
18,2019-09-17 16:14:50,0.15666219929491493,0.10159946715457972,32802.929363359166,0.2450454545454544,2.244218181818182,0.16238807831076496
19,2019-09-17 16:14:55,0.15666219929491493,0.10159946715457972,29316.358514326006,0.2429046744604646,2.2705768986018438,0.16255276261822071
20,2019-09-17 16:15:00,0.15666219929491493,0.10311318420039615,24078.712887205013,0.2460499281805139,2.2134766086656117,0.16235716753381357
21,2019-09-17 16:15:05,0.13562910270138026,0.10311318420039615,23756.47203031201,0.24709090909091042,2.242254545454545,0.16232313970372414
22,2019-09-17 16:15:10,0.15930283089613703,0.10165667100785937,29987.71284431626,0.24383815617274834,2.2421113857786827,0.16253276152725216
23,2019-09-17 16:15:15,0.15930283089613703,0.10165667100785937,33111.30263756299,0.2452727272727277,2.2607636363636363,0.16225014870941012
24,2019-09-17 16:15:20,0.15393250228932015,0.09920894338849914,27754.623223601706,0.2448636363636387,2.224309090909091,0.162418209824432
25,2019-09-17 16:15:25,0.15169024370019143,0.0680580564820917,26327.809487701074,0.24199560007999701,2.2236322975945892,0.1622465121474158
26,2019-09-17 16:15:30,0.15169024370019143,0.07657039734780728,22569.11960447584,0.2427727272727271,2.2501090909090906,0.16248860327446435
27,2019-09-17 16:15:35,0.15169024370019143,0.09617403018197329,26018.586034864173,0.23809090909090982,2.2396909090909087,0.1622966447520514
28,2019-09-17 16:15:40,0.14913385633030232,0.09617403018197329,24240.849791188455,0.2454090909090907,2.2614,0.1623948319258972
29,2019-09-17 16:15:45,0.14913385633030232,0.09202644821340746,28683.60212501442,0.2455454545454534,2.2573636363636367,0.16239587094360997
30,2019-09-17 16:15:50,0.1454493746586239,0.09230609398579247,24021.32784355075,0.2413680248731768,2.278005054637357,0.16217222238096107
